序号,转债名称,转债代码,进展/上市日期,股票名称,股票代码,行业,子行业,转债价格,涨跌,日内套利,股价,涨跌,转债成交额,转债换手率,剩余本息,转股价格,P/B,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,股票市值,税前收益率,税后收益率,税前回售收益,税后回售收益,回售价值,纯债价值,弹性,信用,折现率,双低,老式双低,老式排名,新式双低,新式排名,MA20乖离,热门度,转债名称
115,唐人转债!,128092,2020/1/22,唐人神,2567,农业,畜牧业,126.98,-1.57%,0.49%,11.02,-1.08%,7.9,1.90%,115.3,8.63,2.59,127.69,-0.60%,转股中,5.32年,3.32年,3.10%,4.00%,3.3,103,-1.83%,-2.33%,-5.68%,-5.87%,89.17,91.63,1,AA,4.51%,126.38 ,126.3,44,34.6,43,-3.20%,28,唐人转债!
158,桃李转债!!,113544,2019/10/15,桃李面包,603866,食品饮料,休闲食品,137.06,-3.08%,-3.26%,61.18,-7.46%,84,6.30%,115.3,46.54,12.03,131.46,4.30%,转股中,5年15天,3年15天,2.40%,3.20%,9.7,403,-3.44%,-3.95%,-8.39%,-8.58%,90.26,92.76,0.85,AA,4.51%,141.36 ,142.7,190,49.9,171,-1.50%,18,桃李转债!!
223,特发转债!,127008,2018/12/25,特发信息,70,通信互联,通信设备,300.03,-6.53%,5.05%,11.27,-1.49%,438,237%,111.1,5.54,3.27,203.43,47.50%,转股中,3.20年,1.20年,0.70%,1.30%,0.6,92,-27.00%,-27.40%,-46.70%,-46.80%,96.22,97.37,1,AA,4.40%,347.53 ,396.6,288,299.3,288,-10.90%,15,特发转债!
267,特一转债!,128025,2017/12/28,特一药业,2728,医药,化学制药,110.68,-0.52%,-0.02%,14.24,-0.90%,2.6,0.80%,109.8,14.7,2.87,96.87,14.30%,转股中,3.25年,1.25年,10.30%,10.00%,3,29,-0.25%,-0.81%,-5.28%,-5.61%,94.01,90.18,0.59,AA-,6.50%,124.98 ,124.5,29,30.5,18,-4.10%,42,特一转债!
35,天创转债!,113589,2020/7/16,天创时尚,603608,服装纺织,鞋服行业,101.45,-0.16%,-0.17%,9.13,-1.08%,5,0.80%,115.3,12.64,1.79,72.23,40.50%,3月29天,5.80年,3.80年,15.30%,11.00%,6,39,2.27%,1.78%,0.58%,0.40%,87.48,90,0.3,AA,4.51%,141.95 ,130.7,82,40.7,104,-3.60%,6,天创转债!
262,天康转债!!,128030,2018/1/29,天康生物,2100,农业,畜牧业,240.228,-1.95%,0.83%,17.73,-1.12%,46,19.40%,112.3,7.85,3.6,225.86,6.40%,转股中,3.30年,1.30年,0.50%,1.20%,1,190,-20.90%,-21.40%,-37.30%,-37.50%,96.74,98.11,1,AA,4.40%,246.63 ,254.6,281,156.5,280,-0.20%,11,天康转债!!
146,天路转债!,110060,2019/11/28,西藏天路,600326,建筑,水泥,137.56,0.75%,1.26%,9.33,2.41%,72,7.50%,115.3,7.16,2.25,130.31,5.60%,转股中,5年53天,3年53天,8.80%,11.40%,7.1,81,-3.44%,-3.94%,-8.23%,-8.42%,90.02,92.6,0.83,AA,4.51%,143.16 ,144.8,207,52.2,185,-13.10%,13,天路转债!
102,天目转债,113564,2020/3/16,天目湖,603136,旅游餐饮,旅游,143.59,-0.01%,-1.80%,33.06,-2.02%,23,5.40%,126.7,23.8,4.3,138.91,3.40%,2.1天,5.48年,3.48年,7.80%,10.90%,3,38,-2.30%,-3.07%,-8.40%,-8.61%,83.25,90.2,0.89,AA-,6.61%,146.99 ,148.3,213,58.1,212,8.10%,11,天目转债
83,天铁转债,123046,2020/4/17,天铁股份,300587,铁路,铁路设备,148.85,-1.16%,1.40%,15.76,0.25%,8.2,1.40%,118.2,10.12,2.64,155.73,-4.40%,20天,5.53年,3.53年,8.20%,12.80%,4,49,-4.16%,-4.69%,-9.29%,-9.47%,82.55,83.86,0.93,AA-,6.61%,144.45 ,142,180,58.1,213,-0.60%,8,天铁转债
265,铁汉转债!,123004,2018/1/26,铁汉生态,300197,城市公用,生态环境,110.548,1.98%,-1.26%,4,1.27%,230,25.40%,109.8,3.98,1.8,100.5,10.00%,转股中,3.29年,1.29年,8.90%,8.90%,8.3,94,-0.21%,-0.76%,-5.09%,-5.40%,96.55,95.95,0.57,AA,4.40%,120.55 ,120.6,7,24,7,27.00%,32,铁汉转债!
143,通光转债!,123034,2019/11/28,通光线缆,300265,通信互联,通信设备,162.569,2.03%,-0.27%,12.61,1.86%,1598,756%,118.5,7.97,3.81,158.22,2.70%,转股中,5.16年,3.16年,2.90%,4.60%,1.3,45,-6.05%,-6.61%,-12.40%,-12.50%,81.64,81.7,0.95,A+,7.71%,165.27 ,166.9,252,85.2,263,12.00%,26,通光转债!
80,同德转债,128103,2020/4/21,同德化工,2360,化工,化工,179.5,-0.07%,4.69%,7.44,5.08%,547,214%,121.8,5.18,2.53,143.63,25.00%,34天,5.55年,3.55年,4.90%,7.10%,1.4,29,-6.87%,-7.47%,-13.10%,-13.20%,79.86,81.68,0.91,A+,7.71%,204.50 ,215.4,274,133.7,275,-1.80%,10,同德转债
100,桐20转债!,113032,2020/3/20,桐昆股份,601233,服装纺织,纺织行业,128.89,-0.16%,-0.88%,16.5,-1.37%,41,1.40%,113.1,14.35,1.58,114.98,12.10%,2.1天,5.49年,3.49年,7.50%,8.70%,23,305,-2.39%,-2.81%,-5.85%,-6.02%,89.1,90.39,0.76,AA+,4.31%,140.99 ,142.8,192,52.4,186,2.60%,21,桐20转债!
222,桐昆转债!,113020,2018/12/12,桐昆股份,601233,服装纺织,纺织行业,135.8,-0.38%,-0.80%,16.5,-1.37%,80,1.70%,112.8,12.28,1.58,134.36,1.10%,转股中,4.21年,2.21年,11.40%,15.30%,35,305,-4.40%,-4.91%,-10.90%,-11.20%,94.04,95.68,0.86,AA+,4.20%,136.90 ,137.2,149,41.6,114,2.60%,15,桐昆转债!
155,万里转债!,123032,2019/10/31,万里马,300591,服装纺织,服装纺织,125.6,0.08%,1.12%,8.14,1.62%,77,34.10%,132.8,6.89,5.61,118.14,6.30%,转股中,5年36天,3年36天,7.10%,8.40%,1.8,25,1.14%,0.10%,-4.66%,-5.07%,85.34,92.62,0.74,A+,7.71%,131.90 ,133.1,115,40.4,100,4.30%,44,万里转债!
54,万青转债,127017,2020/7/2,万年青,789,建筑,水泥,145.5,-1.36%,0.36%,17.06,-1.33%,11,0.80%,118.4,14.16,2.62,120.48,20.80%,3月5天,5.74年,3.74年,7.40%,8.90%,10,136,-3.58%,-4.11%,-8.35%,-8.51%,88.29,93.64,0.75,AA+,4.31%,166.30 ,170.5,257,76.9,253,-5.10%,6,万青转债
236,万顺转债,123012,2018/8/29,万顺新材,300057,造纸包装,包装材料,142.2,-0.10%,3.09%,6.57,3.63%,460,252%,110.3,5.31,1.31,123.73,14.90%,转股中,3.87年,1.87年,2.90%,3.60%,1.3,44,-6.45%,-6.89%,-11.90%,-12.10%,90.7,87.2,0.82,AA-,6.50%,157.10 ,160.7,244,70,242,12.50%,15,万顺转债
67,维尔转债,123049,2020/5/12,维尔利,300190,城市公用,三废处理,131.5,0.04%,-1.65%,9.56,-1.95%,17,1.40%,124.8,7.48,1.83,127.81,2.90%,44天,5.60年,3.60年,12.20%,15.60%,9.2,75,-0.95%,-1.67%,-5.93%,-6.14%,82.69,88.2,0.83,AA-,6.61%,134.40 ,135.2,128,47,154,2.70%,12,维尔转债
210,维格转债!,113527,2019/2/19,锦泓集团,603518,服装纺织,服装行业,94.07,0.03%,0.09%,6.99,0.58%,5.2,0.70%,120.2,9.85,0.71,70.96,32.60%,转股中,4.39年,2.39年,42.30%,30.00%,7.5,18,5.88%,5.02%,3.87%,3.58%,90.92,96.37,0.21,AA,5.40%,126.67 ,117.2,2,20.8,3,-7.50%,100,维格转债!
188,未来转债,128063,2019/4/24,德尔未来,2631,其他,家居用品,111.293,0.08%,-0.14%,7.62,-0.13%,0.8,0.10%,128.2,8.61,2.89,88.5,25.80%,转股中,4.58年,3.58年,12.40%,10.90%,6.3,51,3.23%,2.18%,-0.60%,-1.04%,86.83,97.38,0.43,AA-,6.50%,137.09 ,134.1,119,36.7,68,-3.90%,36,未来转债
174,文灿转债!,113537,2019/7/5,文灿股份,603348,汽车,零部件制,125.84,-0.86%,0.70%,24.67,-0.20%,23,3.40%,121.5,19.78,2.5,124.72,0.90%,转股中,4.76年,2.76年,9.00%,11.20%,5.3,59,-0.75%,-1.51%,-6.24%,-6.50%,87.31,91.15,0.8,AA-,6.50%,126.74 ,127,53,35.8,52,7.80%,27,文灿转债!
254,无锡转债!,110043,2018/3/14,无锡银行,600908,金融,银行行业,117.83,-0.41%,0.12%,5.79,-0.52%,7.6,0.20%,109.1,5.79,0.95,100,17.80%,转股中,3.40年,无权,28.00%,28.00%,30,107,-2.27%,-2.75%,无权,无权,无权,95.43,0.58,AA+,4.20%,135.63 ,135.7,131,40.2,98,-0.90%,33,无锡转债!
110,希望转债!,127015,2020/2/4,新 希 望,876,农业,畜牧业,205.6,-0.15%,-1.07%,39.69,-1.22%,140,3.20%,110.2,19.63,5.77,202.19,1.70%,转股中,5.33年,3.33年,1.20%,2.50%,21,1709,-11.20%,-11.50%,-10.20%,-10.30%,89.93,89.93,1,AAA,4.01%,207.30 ,209,272,119.1,272,9.00%,30,希望转债!
129,仙鹤转债!,113554,2020/1/10,仙鹤股份,603733,造纸包装,造纸行业,160.18,-0.96%,0.36%,21.36,-0.60%,47,30.50%,118.3,13.27,3.56,160.96,-0.50%,转股中,5.28年,3.28年,0.70%,1.10%,1,148,-5.67%,-6.22%,-11.70%,-11.80%,89.15,94.14,1,AA,4.51%,159.68 ,159.4,240,65.3,233,-8.00%,13,仙鹤转债!
135,先导转债,123036,2020/1/10,先导智能,300450,机械装备,专用设备,138.513,-0.42%,-1.52%,43.42,-2.69%,4.5,0.30%,115.1,38.99,9.11,111.36,24.40%,转股中,5.27年,3.27年,2.60%,2.90%,10,383,-3.51%,-4.00%,-8.18%,-8.36%,89.35,91.92,0.72,AA,4.51%,162.91 ,165.7,249,73.7,249,-6.70%,17,先导转债
191,现代转债,110057,2019/4/30,现代制药,600420,医药,化学制药,117.23,-0.14%,-1.19%,10.17,-2.12%,3.5,0.20%,110.8,9.89,1.38,102.83,14.00%,转股中,4.57年,2.57年,15.50%,15.90%,16,104,-1.25%,-1.68%,-4.55%,-4.77%,93.41,93.83,0.63,AAA,3.90%,131.23 ,131.6,95,37.8,77,-3.70%,22,现代转债
101,翔港转债,113566,2020/3/31,翔港科技,603499,造纸包装,包装材料,127.53,3.57%,1.57%,14.06,6.03%,206,82.50%,124.5,10.77,3.76,130.55,-2.30%,2.1天,5.48年,3.48年,7.20%,9.40%,2,28,-0.45%,-1.18%,-5.33%,-5.56%,80.29,83.93,0.85,A+,7.71%,125.23 ,124.5,30,40.6,101,13.10%,27,翔港转债
162,翔鹭转债!,128072,2019/9/16,翔鹭钨业,2842,有色金属,小金属,104.649,-0.24%,0.71%,10.42,1.76%,1.4,0.40%,115.1,15.31,3.18,68.06,53.80%,转股中,4.96年,2.96年,10.60%,7.20%,3,29,1.98%,1.41%,-0.38%,-0.59%,85.41,85.21,0.27,AA-,6.50%,158.45 ,141.2,177,55.8,203,-3.10%,27,翔鹭转债!
276,小康转债!,113016,2017/11/21,小康股份,601127,汽车,零部件制,99.65,-0.12%,0.10%,8.71,-1.36%,1.2,0.10%,110.3,15.7,1.77,55.48,79.60%,转股中,3.17年,1.17年,8.00%,4.50%,8.8,110,3.33%,2.69%,2.38%,1.95%,97.26,96.88,0.01,AA,4.40%,179.25 ,143.8,198,46.6,149,-3.30%,45,小康转债!
23,欣旺转债,123058,2020/8/7,欣旺达,300207,电子,电子产品,144,0.70%,-0.73%,26.47,-0.04%,65,4.10%,116.3,21.28,7.16,124.39,15.80%,4月17天,5.86年,3.86年,2.70%,3.40%,11,415,-3.64%,-4.10%,-7.88%,-8.03%,87.27,90.56,0.79,AA,4.51%,159.80 ,163.6,247,73.1,248,7.10%,4,欣旺转债
134,新北转债!,128083,2019/12/31,新北洋,2376,电子,电子产品,113.95,0.11%,-0.84%,10.74,-1.38%,2.6,0.30%,115.2,11.7,2.15,91.79,24.10%,转股中,5.27年,3.27年,12.30%,11.30%,8.8,71,0.21%,-0.30%,-2.73%,-2.93%,89.44,92.01,0.54,AA,4.51%,138.05 ,136.1,134,44.1,137,-0.80%,17,新北转债!
95,新春转债,113568,2020/4/2,五洲新春,603667,机械装备,通用设备,111.76,0.28%,0.59%,8.78,1.39%,3.1,0.90%,124.8,8.91,1.5,98.54,13.40%,9天,5.50年,3.50年,12.90%,12.70%,3.3,26,2.07%,1.30%,-1.78%,-2.02%,83.24,88.79,0.62,AA-,6.61%,125.16 ,125,34,36.2,60,-0.70%,40,新春转债
246,新凤转债!,113508,2018/5/16,新凤鸣,603225,服装纺织,纺织行业,106.91,-1.00%,0.93%,11.19,-0.44%,2.2,0.10%,112.3,15.78,1.39,70.91,50.80%,转股中,3.64年,1.64年,13.70%,9.70%,21,157,1.39%,0.76%,-2.16%,-2.46%,95.36,96.7,0.16,AA,4.40%,157.71 ,142.9,193,46.2,147,-3.70%,27,新凤转债!
125,新莱转债!,123037,2020/1/22,新莱应材,300260,机械装备,通用设备,211.5,5.11%,-3.67%,22.5,1.44%,2650,2685%,118.2,11.08,5.12,203.07,4.20%,转股中,5.29年,3.29年,1.00%,2.00%,0.5,49,-10.60%,-11.10%,-10.60%,-10.70%,81.11,80.6,1,A+,7.71%,215.70 ,219.9,276,138.8,278,12.60%,13,新莱转债!
245,新泉转债!!,113509,2018/6/22,新泉股份,603179,汽车,零部件制,228.28,-1.49%,0.02%,32.21,-1.50%,119,29.10%,110.3,14.22,5.19,226.51,0.80%,转股中,3.75年,1.75年,1.80%,4.10%,1.8,100,-17.90%,-18.30%,-26.00%,-26.10%,94.94,94.56,0.98,AA,4.40%,229.08 ,230,278,135.1,277,10.40%,11,新泉转债!!
114,新天转债,128091,2020/1/17,新天药业,2873,医药,中药,150.69,-2.94%,-0.28%,19.13,-3.82%,235,86.10%,120,16.39,3.07,116.72,29.10%,转股中,5.32年,3.32年,7.90%,9.20%,1.8,22,-4.29%,-4.89%,-9.96%,-10.20%,81.62,81.99,0.84,A+,7.71%,179.79 ,184.7,267,102.7,270,-5.20%,16,新天转债
108,星帅转债,128094,2020/2/19,星帅尔,2860,家电,零部件制,116.8,-0.01%,0.68%,14.66,0.89%,2,0.60%,121.5,13.95,3.26,105.09,11.10%,转股中,5.36年,3.36年,9.60%,10.10%,2.8,29,0.76%,0.06%,-3.12%,-3.35%,80.91,82.62,0.74,A+,7.71%,127.90 ,128.5,63,45.9,146,-3.60%,30,星帅转债
11,兴森转债,128122,2020/8/17,兴森科技,2436,电子,元器件制,117,-1.27%,1.91%,12.12,1.59%,11,3.60%,113.3,14.18,5.83,85.47,36.90%,4月26天,4.88年,3.88年,1.50%,1.30%,2.7,180,-0.66%,-1.15%,-2.97%,-3.14%,87.58,92.56,0.41,AA,4.40%,153.90 ,148.5,215,56,204,-4.30%,3,兴森转债
270,兄弟转债!!,128021,2017/12/27,兄弟科技,2562,医药,原料药,126.307,-0.78%,-1.21%,6.42,-1.98%,14,4.20%,109.8,5.25,2.7,122.29,3.30%,转股中,3.23年,1.23年,4.60%,5.60%,2.7,58,-4.32%,-4.85%,-12.90%,-13.10%,96.77,96.17,1,AA,4.40%,129.61 ,130.3,79,33.6,34,-6.00%,13,兄弟转债!!
36,雪榕转债,123056,2020/7/24,雪榕生物,300511,农业,种植业,143.05,-1.43%,0.53%,17.14,-0.98%,48,5.70%,121.1,11.89,4.09,144.15,-0.80%,4月1天,5.80年,3.80年,7.70%,11.10%,5.9,76,-2.88%,-3.47%,-7.78%,-7.95%,81.08,84.44,0.92,AA-,6.61%,142.25 ,141.9,179,57.5,209,-6.00%,8,雪榕转债
181,雅化转债!,128065,2019/5/10,雅化集团,2497,化工,化工,124.02,-0.39%,0.39%,9.51,0.00%,0.9,0.10%,110.9,8.95,3.22,106.26,16.70%,转股中,4.61年,2.61年,8.80%,9.30%,8,91,-2.44%,-2.86%,-6.39%,-6.60%,92.14,91.77,0.68,AA,4.40%,140.72 ,141.8,178,49.6,170,-2.90%,21,雅化转债!
268,亚太转债!,128023,2017/12/26,亚太股份,2284,汽车,零部件制,97.683,-0.05%,0.05%,5.38,0.19%,2.1,0.20%,112.3,10.34,1.64,52.03,87.70%,转股中,3.25年,1.25年,25.20%,13.10%,10,40,4.49%,3.75%,3.72%,3.30%,96.94,98.31,0.02,AA,4.40%,185.38 ,143.3,196,45,141,-0.80%,64,亚太转债!
179,亚泰转债!,128066,2019/5/14,郑中设计,2811,建筑,装饰工程,116.5,0.26%,-0.61%,10.59,-0.47%,3,0.50%,117.5,9.67,1.95,109.51,6.40%,转股中,4.61年,2.61年,16.80%,18.40%,4.8,29,0.19%,-0.48%,-4.10%,-4.35%,87.61,88.91,0.76,AA-,6.50%,122.90 ,123.5,21,34.6,42,-2.70%,60,亚泰转债!
190,亚药转债!,128062,2019/4/24,亚太药业,2370,医药,化学制药,80.651,-0.34%,0.33%,5.95,-2.62%,8.1,1.00%,119.8,16.25,8.52,36.62,120%,转股中,4.57年,2.57年,30.20%,11.10%,9.6,32,9.22%,8.38%,9.55%,9.27%,80.79,79.81,0,A-,9.60%,200.65 ,124.7,32,43.9,134,3.50%,88,亚药转债!
248,岩土转债!,128037,2018/4/25,中化岩土,2542,建筑,建筑工程,99.077,-0.15%,0.14%,3.74,-1.06%,3.4,0.60%,112.3,7.99,1.69,46.81,112%,转股中,3.52年,1.52年,8.90%,4.20%,6,68,3.69%,3.02%,2.22%,1.89%,95.83,97.17,0.01,AA,4.40%,211.08 ,151.3,226,54.2,198,1.40%,48,岩土转债!
178,一心转债,128067,2019/5/17,一心堂,2727,医药,医药商业,156.3,-3.22%,-0.14%,41.9,-3.63%,147,19.40%,112.9,26.83,5.01,156.17,0.10%,转股中,4.62年,2.62年,2.00%,3.10%,4.8,240,-6.91%,-7.36%,-13.70%,-13.90%,92.11,93.39,0.93,AA,4.40%,156.40 ,156.4,234,63,230,14.80%,18,一心转债
199,伊力转债!,110055,2019/4/4,伊力特,600197,食品饮料,白酒,133.96,-0.87%,-0.67%,21.79,-1.89%,27,2.30%,115,16.81,3.62,129.63,3.30%,转股中,4.52年,2.52年,9.20%,11.90%,8.7,95,-3.38%,-3.94%,-9.23%,-9.44%,92.58,95.52,0.81,AA,4.40%,137.26 ,138.3,153,42.8,123,5.30%,26,伊力转债!
55,益丰转债,113583,2020/6/22,益丰药房,603939,医药,医药商业,151.48,-1.01%,-0.20%,104,-1.35%,42,1.80%,115.3,71.82,11.4,144.81,4.60%,3月3天,5.74年,3.74年,2.90%,4.10%,16,552,-4.72%,-5.16%,-9.30%,-9.46%,87.72,90.25,0.89,AA,4.51%,156.08 ,158.2,237,67.9,236,11.10%,7,益丰转债
213,溢利转债!,123018,2019/1/23,溢多利,300381,医药,原料药,196.77,-0.62%,2.53%,14.96,1.91%,74,67.00%,114.9,8.29,2.59,180.46,9.00%,转股中,4.29年,2.29年,0.80%,1.40%,0.6,72,-12.00%,-12.50%,-16.20%,-16.30%,88.97,88.63,1,AA-,6.50%,205.77 ,213.1,273,124.1,274,5.40%,12,溢利转债!
109,银河转债!,123042,2020/2/14,金银河,300619,机械装备,专用设备,114.59,0.30%,0.83%,23.77,1.62%,8.1,4.30%,115.9,24.4,3.75,97.42,17.60%,转股中,5.36年,3.36年,9.40%,9.20%,1.7,18,0.22%,-0.31%,-2.68%,-2.91%,80.67,78.84,0.7,A+,7.71%,132.19 ,131.8,97,51.1,177,7.00%,24,银河转债!
21,银信转债,123059,2020/8/12,银信科技,300231,计算机及,软件开发,124.2,0.32%,0.28%,11.57,0.78%,19,4.00%,124.1,9.91,4.04,116.75,6.40%,4月18天,5.86年,3.86年,7.70%,8.90%,3.9,51,-0.01%,-0.70%,-4.35%,-4.53%,80.78,86.2,0.76,AA-,6.61%,130.60 ,131.6,96,45.4,144,6.90%,7,银信转债
70,应急转债,123048,2020/5/11,中船应急,300527,机械装备,专用设备,126.497,0.40%,0.92%,11.23,1.63%,85,8.30%,113.1,8.9,4.41,126.18,0.30%,41天,5.59年,3.59年,8.00%,10.10%,8.2,103,-2.01%,-2.42%,-5.21%,-5.38%,88.7,89.99,0.81,AA+,4.31%,126.80 ,126.8,51,36.8,69,6.10%,12,应急转债
163,英科转债!,123029,2019/9/10,英科医疗,300677,医药,医疗器械,849,-0.69%,0.09%,135.83,-0.61%,245,21.20%,138.2,16.11,8.21,843.14,0.70%,转股中,4.95年,2.95年,0.50%,3.80%,1.4,302,-31.20%,-32.00%,-22.10%,-22.10%,88.78,102.8,0.99,AA-,6.50%,849.70 ,854.9,292,752.1,292,-11.50%,15,英科转债!
151,英联转债!,128079,2019/11/21,英联股份,2846,造纸包装,包装材料,133.7,0.09%,0.73%,17.25,0.82%,101,49.20%,117.9,13.41,4.88,128.64,3.90%,转股中,5年46天,3年46天,4.50%,5.80%,1.5,34,-2.47%,-3.06%,-7.40%,-7.61%,81.89,81.51,1,A+,7.71%,137.60 ,138.8,156,56.9,208,-1.90%,19,英联转债!
133,鹰19转债,110063,2020/1/3,山鹰纸业,600567,造纸包装,包装用纸,116.51,-0.17%,0.00%,3.23,-0.31%,2.7,0.10%,116.2,3.3,1.05,97.88,19.00%,转股中,5.27年,3.27年,12.50%,12.30%,19,148,-0.05%,-0.59%,-3.41%,-3.59%,89.85,93.69,0.56,AA+,4.31%,135.51 ,135.1,127,41.4,112,1.00%,41,鹰19转债
28,瀛通转债,128118,2020/8/5,瀛通通讯,2861,电子,电子产品,118.7,0.09%,0.25%,27.01,0.52%,4.4,1.20%,122.1,27.53,3.13,98.11,21.00%,4月5天,5.82年,3.82年,9.10%,8.90%,3,33,0.50%,-0.15%,-3.15%,-3.36%,81.43,85.1,0.66,AA-,6.61%,139.70 ,139.3,161,54.2,199,-2.70%,4,瀛通转债
121,永创转债!,113559,2020/1/10,永创智能,603901,机械装备,专用设备,126.2,1.82%,0.10%,11.68,2.46%,11,1.70%,118.9,10.32,3.75,113.18,11.50%,转股中,5.30年,3.30年,9.90%,11.20%,5.1,51,-1.15%,-1.75%,-5.25%,-5.50%,84.56,85.75,0.78,AA-,6.61%,137.70 ,139.2,160,53.5,193,7.50%,24,永创转债!
180,永鼎转债!,110058,2019/5/8,永鼎股份,600105,通信互联,通信设备,119.66,-1.26%,-0.55%,5.93,-2.47%,17,1.80%,114.9,5.04,3.17,117.66,1.70%,转股中,4.61年,2.61年,10.50%,12.40%,7.7,73,-0.89%,-1.46%,-5.17%,-5.38%,92.14,95.07,0.74,AA,4.40%,121.36 ,121.7,11,26.6,11,-1.50%,57,永鼎转债!
282,永东转债!,128014,2017/7/18,永东股份,2753,化工,化工,104.8,0.46%,-0.39%,8.83,1.15%,3.8,1.10%,111.3,12.6,1.92,70.08,49.50%,转股中,2.61年,0.61年,10.20%,7.10%,3.4,33,2.37%,1.55%,-3.66%,-4.10%,97.06,95.09,0.06,AA-,6.39%,154.30 ,139.5,167,42.5,121,2.10%,39,永东转债!
92,永高转债,128099,2020/4/10,永高股份,2641,建筑,建筑行业,146.201,-1.65%,-0.91%,8.65,-2.92%,21,2.00%,113.2,6.16,2.75,140.42,4.10%,12天,5.51年,3.51年,7.20%,10.10%,7,97,-4.61%,-5.01%,-8.98%,-9.14%,88.48,89.46,0.88,AA,4.51%,150.30 ,152,227,62.5,228,-3.10%,9,永高转债
46,永兴转债,128110,2020/7/8,永兴材料,2756,钢铁,炼钢,122.21,0.01%,0.03%,18.41,0.05%,3.1,0.40%,113.2,17.16,1.95,107.28,13.90%,3月11天,5.76年,3.76年,10.60%,11.30%,7,66,-1.34%,-1.75%,-4.13%,-4.30%,87.54,88.51,0.7,AA,4.51%,136.11 ,137.1,147,48.6,166,0.20%,4,永兴转债
156,游族转债!!,128074,2019/10/21,游族网络,2174,通信互联,互联网,129.2,0.10%,-0.64%,20.3,-0.54%,8,0.90%,120.3,16.97,3.3,119.62,8.00%,转股中,5年18天,3年18天,3.70%,4.40%,6.8,186,-1.43%,-2.10%,-6.65%,-6.85%,90.39,97,1,AA,4.51%,137.20 ,138.8,157,41.8,116,-2.90%,22,游族转债!!
76,裕同转债,128104,2020/4/28,裕同科技,2831,造纸包装,包装材料,157.219,-2.06%,0.91%,38.35,-1.24%,128,5.80%,115.3,23.24,5.25,165.02,-4.70%,38天,5.59年,3.59年,4.20%,6.90%,14,336,-5.49%,-5.93%,-10.20%,-10.40%,88.93,91.8,0.93,AA+,4.31%,152.52 ,149.4,220,57.6,210,13.90%,7,裕同转债
157,远东转债!,128075,2019/10/31,远东传动,2406,汽车,零部件制,130.2,-0.84%,-0.20%,7.08,-1.26%,6.6,0.70%,115.2,5.54,1.47,127.8,1.90%,转股中,5年18天,3年18天,17.30%,22.20%,7.3,42,-2.44%,-2.95%,-6.90%,-7.09%,90.29,92.89,0.83,AA,4.51%,132.10 ,132.6,110,39.7,95,-4.90%,17,远东转债!
225,张行转债,128048,2018/11/29,张家港行,2839,金融,银行行业,123.397,-0.45%,0.25%,6.1,-0.33%,30,1.00%,113.9,5.76,1.06,105.9,16.50%,转股中,4.19年,无权,22.70%,24.00%,25,110,-1.93%,-2.51%,无权,无权,无权,96.69,0.61,AA+,4.20%,139.90 ,140.9,175,44.2,138,-3.60%,15,张行转债
206,长城转债!,113528,2019/3/20,长城科技,603897,机械装备,专用设备,105.78,-0.01%,-0.32%,20.01,-0.74%,5.8,0.90%,117.6,23.75,1.94,84.25,25.60%,转股中,4.49年,2.49年,17.80%,15.00%,6.3,36,2.45%,1.73%,-0.67%,-0.96%,88.4,89.71,0.45,AA-,6.50%,131.38 ,127.3,54,37.6,74,-1.60%,45,长城转债!
73,长集转债,128105,2020/5/13,长青集团,2616,城市公用,三废处理,145.5,0.28%,-0.28%,11.44,0.00%,9.7,0.80%,115.3,8.11,3.53,141.06,3.10%,40天,5.59年,3.59年,9.40%,13.30%,8,85,-4.15%,-4.60%,-8.66%,-8.83%,88.27,90.82,0.87,AA,4.51%,148.60 ,149.9,223,59.1,217,2.20%,5,长集转债
227,长久转债!,113519,2018/11/30,长久物流,603569,交通运输,物流业,115.17,-0.15%,-1.48%,10.5,-3.76%,3.3,0.40%,120.1,11.15,2.81,94.17,22.30%,转股中,4.17年,2.17年,11.80%,11.20%,7,59,1.03%,0.19%,-4.48%,-4.76%,94.05,101.23,0.43,AA,4.40%,137.47 ,136.2,136,34.9,46,4.70%,17,长久转债!
198,长信转债!!,123022,2019/4/10,长信科技,300088,通信互联,通信设备,196,0.51%,0.70%,12.1,1.26%,140,22.40%,114.9,6.15,4.51,196.75,-0.40%,转股中,4.53年,2.53年,1.10%,2.20%,3.2,295,-11.30%,-11.80%,-14.20%,-14.30%,92.45,95.39,0.97,AA,4.40%,195.60 ,195.3,270,99.9,268,3.50%,12,长信转债!!
250,长证转债!,127005,2018/4/11,长江证券,783,金融,证券行业,129.4,-0.07%,-0.61%,8.43,-0.94%,34,0.50%,109.3,7.28,1.72,115.8,11.70%,转股中,3.52年,无权,10.70%,12.40%,50,466,-4.77%,-5.23%,无权,无权,无权,96.19,0.72,AAA,3.90%,141.10 ,143,195,46.8,151,-1.70%,16,长证转债!
194,招路转债!,127012,2019/4/30,招商公路,1965,机场高速,高速,105.9,-0.10%,-0.13%,6.97,-0.71%,5.1,0.10%,108.2,8.81,0.91,79.11,33.90%,转股中,4.54年,2.54年,11.60%,9.20%,50,431,0.48%,0.14%,-1.40%,-1.54%,92.25,91.61,0.33,AAA,3.90%,139.80 ,132.7,111,40.4,99,-3.10%,36,招路转债!
