序号,转债名称,转债代码,进展/上市日期,股票名称,股票代码,行业,子行业,转债价格,涨跌,日内套利,股价,涨跌,转债成交额,转债换手率,剩余本息,转股价格,P/B,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,股票市值,税前收益率,税后收益率,税前回售收益,税后回售收益,回售价值,纯债价值,弹性,信用,折现率,双低,老式双低,新式双低,MA20乖离,热门度,转债名称
50,瀚蓝转债,110069,2020/5/7,瀚蓝环境,600323,城市公用,三废处理,148.01,-1.14%,0.44%,26.65,-0.82%,28,1.90%,113.5,20.2,3.05,131.93,12.20%,2月13天,5.68年,3.68年,4.90%,6.40%,9.9,204,-4.61%,-5.01%,-9.20%,-9.30%,87.22,89.89,0.85,AA+,4.24%,160.21,164.1,74.2,6.40%,7,瀚蓝转债
65,永高转债,128099,2020/4/10,永高股份,2641,建筑,建筑行业,148.096,1.71%,-2.02%,8.68,-0.34%,12,1.20%,113.2,6.16,2.86,140.91,5.10%,47天,5.61年,3.61年,7.20%,10.10%,7,97,-4.76%,-5.15%,-9.08%,-9.23%,87.2,87.74,0.89,AA,4.74%,153.2,155.3,67.5,7.40%,9,永高转债
250,众信转债!,128022,2017/12/28,众信旅游,2707,旅游餐饮,旅游,129.053,-1.00%,0.09%,10.17,-1.07%,152,25.40%,109.8,7.91,4.24,128.57,0.40%,转股中,3.33年,1.33年,5.10%,6.50%,4.6,91,-4.82%,-5.32%,-12.90%,-13.10%,96.08,95.15,0.84,AA,4.48%,129.45,129.5,33.5,0.40%,26,众信转债!
230,长证转债!,127005,2018/4/11,长江证券,783,金融,证券行业,130.401,0.91%,0.22%,8.64,1.53%,104,1.60%,109.3,7.28,1.74,118.68,9.90%,转股中,3.61年,无权,10.50%,12.40%,50,478,-4.86%,-5.30%,无权,无权,无权,96.83,0.74,AAA,3.48%,140.3,142.1,45.3,-1.20%,17,长证转债!
7,海容转债,113590,2020/7/27,海容冷链,603187,机械装备,通用设备,154.77,3.49%,0.56%,56.54,4.32%,654,87.00%,115.6,36.39,5.74,155.37,-0.40%,5月6天,5.91年,3.91年,5.60%,8.70%,5,90,-4.90%,-5.33%,-9.38%,-9.53%,82.97,83.67,0.94,AA-,5.74%,154.37,154.2,70.5,29.40%,1,海容转债
240,航电转债,110042,2018/1/15,中航电子,600372,航空航天,航空航天,130.07,-1.48%,-0.41%,17.48,-2.35%,28,0.90%,109.3,14.18,4.12,123.27,5.50%,转股中,3.40年,1.40年,7.80%,9.60%,24,308,-5.09%,-5.55%,-12.50%,-12.70%,97.48,97.54,0.8,AAA,3.48%,135.57,136.9,39.3,5.20%,10,航电转债
87,璞泰转债!,113562,2020/2/4,璞泰来,603659,电子,元器件制,142.74,1.42%,2.50%,106.39,4.65%,55,4.50%,113.3,82.73,13.2,128.6,11.00%,转股中,4.42年,2.42年,1.90%,2.40%,8.7,463,-5.14%,-5.65%,-12.10%,-12.20%,91.16,93.56,0.84,AA,4.48%,153.74,156.9,63.3,-3.20%,17,璞泰转债!
10,巨星转债,128115,2020/7/16,巨星科技,2444,机械装备,通用设备,156.9,4.05%,1.31%,18.45,5.85%,178,11.90%,115.3,12.28,2.59,150.24,4.40%,5月6天,5.90年,3.90年,4.90%,7.40%,9.7,198,-5.17%,-5.59%,-9.16%,-9.43%,88.38,88.2,0.91,AA,4.74%,161.3,163.6,75.2,22.60%,3,巨星转债
218,盛路转债!!,128041,2018/8/14,盛路通信,2446,通信互联,通信设备,141.272,-1.69%,2.27%,7.22,0.70%,16,20.90%,114.3,6.85,2.31,105.4,34.00%,转股中,3.96年,1.96年,0.80%,0.90%,0.5,65,-5.29%,-5.89%,-11.00%,-11.20%,93.71,96.38,0.83,AA,4.48%,175.27,177.1,80.8,-3.60%,12,盛路转债!!
148,华钰转债!,113027,2019/7/10,华钰矿业,601020,有色金属,锌铅镍锡,149.46,13.00%,-3.90%,14.85,10.00%,1457,223%,114.9,10.17,3.79,146.02,2.40%,转股中,4.87年,2.87年,6.00%,8.70%,4.7,78,-5.34%,-5.84%,-11.30%,-11.50%,88.07,89.05,0.91,AA-,5.48%,151.86,152.9,63.8,17.90%,51,华钰转债!
177,浙商转债!!,113022,2019/3/28,浙商证券,601878,金融,证券行业,141.16,-0.25%,1.32%,16.52,1.29%,1497,45.40%,109.8,12.37,3.74,133.55,5.70%,转股中,4.61年,无权,4.20%,5.60%,23,561,-5.39%,-5.75%,无权,无权,无权,94.07,0.83,AAA,3.48%,146.86,148.8,54.7,-3.10%,23,浙商转债!!
49,裕同转债,128104,2020/4/28,裕同科技,2831,造纸包装,包装材料,159,6.00%,-1.91%,35.5,4.53%,98,4.50%,115.3,23.24,4.83,152.75,4.10%,2月13天,5.68年,3.68年,4.50%,6.90%,14,311,-5.59%,-6.02%,-10.20%,-10.40%,88.6,91.48,0.9,AA+,4.24%,163.1,165.2,73.8,12.20%,7,裕同转债
84,博威转债,113031,2020/2/17,博威合金,601137,有色金属,铜金属,143.48,0.55%,0.60%,15.97,1.27%,33,2.00%,111.3,11.29,2.74,141.45,1.40%,转股中,4.44年,3.44年,10.30%,14.60%,11,109,-5.62%,-6.04%,-8.69%,-8.86%,88.57,91.83,0.9,AA,4.48%,144.88,145.5,53.7,-1.60%,15,博威转债
271,九州转债!,110034,2016/1/29,九州通,600998,医药,医药商业,120.05,2.16%,0.05%,18.72,4.64%,12,0.70%,109.6,18.32,2.05,102.18,17.50%,转股中,1.46年,回售中,4.30%,4.40%,15,351,-6.11%,-7.24%,回售中,回售中,103,103.84,0.48,AA+,3.81%,137.55,137.9,34.1,-0.20%,27,九州转债!
30,福莱转债,113035,2020/6/17,福莱特,601865,能源电力,太阳能,172.64,2.33%,-1.16%,22.79,1.24%,177,7.20%,120.3,13.56,9.4,168.07,2.70%,4月4天,5.82年,3.82年,3.30%,5.50%,15,444,-6.11%,-6.65%,-11.60%,-11.70%,86.45,92.33,0.94,AA,4.74%,175.34,177.2,84.9,7.60%,3,福莱转债
273,航信转债!!,110031,2015/6/30,航天信息,600271,计算机及,软件开发,113,1.04%,-1.02%,17.49,0.40%,8.3,0.30%,107,21.56,2.94,81.12,39.30%,转股中,0.86年,回售中,7.40%,6.00%,24,325,-6.12%,-7.55%,回售中,回售中,100.27,104.26,0.05,AAA,3.05%,152.3,144.9,40.6,-4.80%,14,航信转债!!
199,寒锐转债!!,123017,2018/12/24,寒锐钴业,300618,有色金属,小金属,146.291,-2.28%,-2.77%,71.89,-5.05%,56,9.40%,110.8,57.48,11.13,125.07,17.00%,转股中,4.30年,2.30年,2.10%,2.60%,4,194,-6.36%,-6.78%,-13.10%,-13.30%,90.66,88.5,1,AA-,5.48%,163.29,167.5,76.8,4.30%,14,寒锐转债!!
216,威帝转债,113514,2018/8/13,威帝股份,603023,汽车,零部件制,134.6,-0.48%,-0.19%,5.31,-0.75%,46,35.70%,110.5,3.99,3.48,133.08,1.10%,转股中,2.97年,0.97年,3.30%,4.40%,1,29,-6.50%,-7.09%,-21.50%,-21.70%,93.77,90.58,0.9,A+,7.01%,135.7,136.1,42.3,-1.50%,27,威帝转债
29,蓝帆转债,128108,2020/6/19,蓝帆医疗,2382,医药,医疗器械,167.86,1.73%,1.80%,31.19,3.72%,1239,23.60%,113.3,17.79,3.47,175.32,-4.30%,4月4天,5.82年,4.82年,10.50%,18.30%,31,301,-6.63%,-7.00%,-8.97%,-9.15%,84.14,86.97,0.95,AA,4.74%,163.56,160.4,73.4,0.00%,13,蓝帆转债
222,广电转债!!,110044,2018/7/24,广电网络,600831,传媒娱乐,影视娱乐,147,-0.92%,1.65%,7.42,1.09%,14,12.90%,112.3,6.9,1.45,107.54,36.70%,转股中,3.90年,1.90年,1.30%,1.40%,0.7,53,-6.77%,-7.28%,-12.70%,-12.80%,93.94,94.93,0.67,AA,4.48%,183.7,186.5,91.5,-7.40%,10,广电转债!!
21,上机转债,113586,2020/7/7,上机数控,603185,机械装备,专用设备,181.13,0.03%,1.01%,65.18,1.09%,289,24.10%,120.8,33.31,6.55,195.68,-7.40%,4月16天,5.86年,3.86年,4.40%,8.60%,6.7,151,-6.80%,-7.34%,-12.40%,-12.50%,83.41,87.71,0.96,AA-,5.74%,173.73,166.6,78.9,18.20%,5,上机转债
251,兄弟转债!,128021,2017/12/27,兄弟科技,2562,医药,原料药,139.13,-0.56%,0.07%,7.34,-0.54%,431,90.30%,109.8,5.25,3.14,139.81,-0.50%,转股中,3.33年,1.33年,5.20%,7.20%,3.4,66,-6.99%,-7.48%,-16.70%,-16.90%,96.11,95.19,0.91,AA,4.48%,138.63,138.5,42.3,7.60%,13,兄弟转债!
233,玲珑转债!,113019,2018/3/22,玲珑轮胎,601966,汽车,零部件制,135.68,1.19%,-0.16%,23.45,1.25%,97,3.60%,112.5,18.12,2.51,129.42,4.80%,转股中,2.58年,0.58年,7.10%,9.20%,20,281,-7.08%,-7.88%,-34.90%,-35.20%,98.46,102.27,0.83,AA+,3.81%,140.48,141.9,39.7,2.70%,9,玲珑转债!
267,海印转债!,127003,2016/7/1,海印股份,861,商业零售,商场,128,-0.51%,0.51%,3.84,0.00%,54,5.90%,111.8,3,2.44,128,0.00%,转股中,1.85年,回售中,8.30%,10.70%,7.2,86,-7.10%,-8.16%,回售中,回售中,100.3,103.47,0.84,AA,4.31%,128,128,24.5,4.60%,80,海印转债!
85,希望转债!,127015,2020/2/4,新 希 望,876,农业,畜牧业,165.59,-0.84%,-0.07%,32.52,-0.91%,223,5.40%,110.2,19.63,4.95,165.66,0.00%,转股中,5.42年,3.42年,1.80%,3.00%,25,1371,-7.32%,-7.63%,-12.10%,-12.20%,90.25,90.57,1,AAA,3.74%,165.59,165.5,74.9,1.70%,32,希望转债!
189,联泰转债!,113526,2019/2/18,联泰环保,603797,城市公用,三废处理,155.57,-0.96%,0.96%,9.2,0.00%,32,10.50%,110.8,6.11,2.02,150.57,3.30%,转股中,4.48年,2.48年,4.70%,7.10%,1.9,41,-7.42%,-7.81%,-10.20%,-10.30%,92.09,91.41,0.91,AA,4.48%,158.87,160.6,68.5,-8.20%,8,联泰转债!
16,歌尔转2,128112,2020/7/13,歌尔股份,2241,电子,电子产品,179.39,7.42%,1.93%,42.7,9.80%,1878,26.80%,114.5,23.27,8.71,183.5,-2.20%,4月19天,5.86年,3.86年,2.90%,5.30%,40,1386,-7.46%,-7.85%,-12.30%,-12.40%,87.21,90.06,0.95,AA+,4.24%,177.19,175.3,85.2,28.50%,13,歌尔转2
105,仙鹤转债!,113554,2020/1/10,仙鹤股份,603733,造纸包装,造纸行业,178.95,13.70%,-4.22%,23.11,10.00%,1055,100%,118.3,13.27,3.8,174.15,2.80%,转股中,5.38年,3.38年,4.50%,7.80%,6.3,141,-7.52%,-8.05%,-13.90%,-14.00%,88.1,92.66,0.95,AA,4.74%,181.75,183.7,91.1,25.30%,15,仙鹤转债!
258,金禾转债!,128017,2017/11/27,金禾实业,2597,化工,化工,141.3,-3.19%,3.22%,29.96,0.03%,164,19.10%,109.8,22.42,4.01,133.63,5.70%,转股中,3.25年,1.25年,3.60%,4.80%,6,167,-7.60%,-8.09%,-18.50%,-18.70%,96.43,95.5,0.87,AA,4.48%,147,149,52.5,7.90%,11,金禾转债!
207,顾家转债!,113518,2018/10/9,顾家家居,603816,其他,家居用品,160.96,-1.49%,0.47%,57.2,-1.09%,110,11.90%,114.9,35.42,5.97,161.49,-0.30%,转股中,4年42天,2年42天,1.60%,2.70%,5.7,346,-8.01%,-8.58%,-13.40%,-13.50%,93.67,96.32,0.94,AA,4.48%,160.66,160.4,64.1,0.40%,10,顾家转债!
57,海大转债,128102,2020/4/16,海大集团,2311,农业,畜牧业,187,3.03%,-0.16%,63.85,2.98%,277,5.30%,114.1,34.74,10.27,183.79,1.70%,55天,5.63年,4.63年,2.80%,5.20%,28,1009,-8.50%,-8.89%,-10.70%,-10.80%,85.76,90.61,0.96,AA+,4.24%,188.7,190.2,99.6,16.70%,12,海大转债
262,模塑转债!!,127004,2017/8/16,模塑科技,700,汽车,零部件制,147.804,-1.79%,1.79%,7.48,-0.40%,68,34.70%,113.3,7.59,2.64,98.55,50.00%,转股中,2.84年,0.84年,1.90%,1.90%,1.3,69,-9.07%,-9.81%,-31.10%,-31.30%,97.59,100.71,0,AA,4.31%,197.8,197.1,96.3,-9.00%,41,模塑转债!!
225,新泉转债!!,113509,2018/6/22,新泉股份,603179,汽车,零部件制,159.09,0.24%,-0.20%,21.76,0.05%,4,1.10%,110.3,14.22,2.99,153.02,4.00%,转股中,3.84年,1.84年,3.30%,5.10%,2.2,67,-9.23%,-9.66%,-15.60%,-15.80%,94.2,93.5,0.93,AA,4.48%,163.09,165.2,71,-3.60%,11,新泉转债!!
245,赣锋转债!!,128028,2018/1/19,赣锋锂业,2460,有色金属,小金属,151.601,4.41%,-3.16%,55.96,1.25%,113,8.30%,109.3,41.98,8.8,133.3,13.70%,转股中,3.39年,1.39年,1.30%,1.70%,9.2,723,-9.33%,-9.77%,-19.80%,-19.90%,95.37,94.45,1,AA,4.48%,165.3,169.9,74.5,-8.00%,13,赣锋转债!!
100,新莱转债!,123037,2020/1/22,新莱应材,300260,机械装备,通用设备,198.469,4.73%,1.04%,21.06,5.78%,678,417%,118.2,11.08,5.37,190.07,4.40%,转股中,5.38年,3.38年,1.80%,3.50%,0.8,46,-9.35%,-9.85%,-16.00%,-16.10%,81.24,81.09,1,A+,7.44%,202.87,206.9,125.6,-4.80%,15,新莱转债!
204,百合转债!,113520,2018/11/26,梦百合,603313,其他,家居用品,173.93,0.60%,1.74%,24.26,2.45%,100,76.50%,115.2,14.28,3.38,169.89,2.40%,转股中,4.27年,2.27年,0.90%,1.50%,0.8,83,-9.36%,-9.90%,-13.90%,-14.00%,91.05,92.2,0.95,AA-,5.48%,176.33,178,85.8,-2.60%,11,百合转债!
232,艾华转债!!,113504,2018/3/23,艾华集团,603989,电子,元器件制,156.1,-1.82%,0.61%,31.94,-1.30%,48,5.30%,110.3,21.13,5.72,151.16,3.30%,转股中,3.58年,1.58年,4.60%,6.90%,5.7,125,-9.39%,-9.84%,-17.90%,-18.10%,95.27,94.56,0.93,AA,4.48%,159.4,161,65.8,4.40%,10,艾华转债!!
202,科森转债!!,113521,2018/12/7,科森科技,603626,通信互联,通信设备,174.77,0.29%,-0.85%,15.19,-0.59%,157,70.10%,115.2,8.7,3.53,174.6,0.10%,转股中,4.29年,2.29年,1.80%,3.10%,1.3,72,-9.42%,-9.96%,-13.90%,-14.00%,93.07,95.85,0.94,AA,4.48%,174.87,174.9,79.1,10.70%,27,科森转债!!
227,金农转债!!,128036,2018/4/2,金新农,2548,农业,畜牧业,158.47,-0.33%,1.23%,11.21,0.90%,1028,442%,110.3,7.39,2.6,151.69,4.50%,转股中,3.60年,1.60年,2.30%,3.50%,1.5,63,-9.72%,-10.20%,-18.20%,-18.30%,93.61,91.36,1,AA-,5.48%,162.97,165.2,71.6,12.40%,17,金农转债!!
103,国轩转债!,128086,2020/1/10,国轩高科,2074,汽车,零部件制,209,0.97%,-0.53%,25.26,0.44%,307,24.20%,115.3,12.19,3.19,207.22,0.90%,转股中,5.38年,3.38年,2.00%,4.20%,6.1,303,-10.60%,-11.10%,-10.10%,-10.20%,88.25,90.34,1,AA,4.74%,209.9,210.8,120.4,-9.00%,27,国轩转债!
32,龙蟠转债,113581,2020/5/19,龙蟠科技,603906,化工,化工,242.01,9.99%,-0.27%,24.82,10.00%,1802,194%,129.6,9.48,5.44,261.81,-7.60%,2月29天,5.73年,3.73年,5.30%,13.90%,4,75,-10.60%,-11.30%,-17.80%,-18.00%,81.01,87,0.97,A+,7.44%,234.41,222.2,135.2,22.90%,12,龙蟠转债
191,溢利转债!,123018,2019/1/23,溢多利,300381,医药,原料药,187.3,3.03%,1.12%,15.57,4.15%,157,142%,114.9,8.29,2.76,187.82,-0.30%,转股中,4.39年,2.39年,0.80%,1.50%,0.6,74,-10.70%,-11.20%,-14.50%,-14.60%,90.36,91.37,1,AA-,5.48%,187,186.8,95.4,0.80%,14,溢利转债!
83,东财转2,123041,2020/2/14,东方财富,300059,金融,证券行业,204.6,1.69%,0.39%,26.67,2.14%,2869,26.10%,110.5,13.13,8.11,203.12,0.70%,转股中,5.45年,3.45年,2.50%,5.10%,54,2150,-10.80%,-11.10%,-16.70%,-16.70%,88.07,88.37,0.97,AA+,4.24%,205.3,206.1,117.7,3.10%,37,东财转2
135,晶瑞转债!,123031,2019/9/26,晶瑞股份,300655,化工,化工,209.02,0.11%,1.42%,37.67,1.56%,90,68.30%,116.2,18.53,7.11,203.29,2.80%,转股中,5年28天,3年28天,0.90%,1.80%,0.6,71,-11.10%,-11.60%,-11.60%,-11.70%,82.4,81.36,0.97,A+,7.44%,211.82,214.7,132.4,-12.70%,14,晶瑞转债!
214,横河转债!,123013,2018/8/20,横河模具,300539,机械装备,专用设备,186.5,-2.85%,3.37%,7.47,1.22%,34,47.30%,115.2,9.13,3.44,81.82,128%,转股中,3.98年,1.98年,2.30%,1.90%,0.4,17,-11.60%,-12.10%,-18.10%,-18.30%,89.15,87.91,0.42,A+,7.18%,314.5,291.2,202,0.40%,16,横河转债!
187,尚荣转债!,128053,2019/3/7,尚荣医疗,2551,医药,医疗器械,199.5,1.68%,1.62%,9.38,3.30%,508,135%,114.9,4.89,2.68,191.82,4.00%,转股中,4.54年,2.54年,2.50%,4.80%,1.9,77,-11.60%,-12.10%,-14.40%,-14.50%,91.94,94.55,1,AA,4.48%,203.5,207.2,112.6,1.20%,29,尚荣转债!
174,长信转债!!,123022,2019/4/10,长信科技,300088,通信互联,通信设备,203.3,6.05%,-3.44%,12.2,2.69%,378,58.20%,114.9,6.15,4.55,198.37,2.50%,转股中,4.63年,2.63年,1.10%,2.20%,3.3,298,-11.80%,-12.20%,-14.10%,-14.20%,91.59,94.18,0.97,AA,4.48%,205.8,208.2,114,4.40%,12,长信转债!!
183,富祥转债!,123020,2019/3/29,富祥药业,300497,医药,原料药,214,2.39%,0.08%,19.86,2.48%,86,64.80%,120.5,9.28,3.29,214.01,0.00%,转股中,4.58年,2.58年,0.70%,1.50%,0.6,92,-12.00%,-12.60%,-15.20%,-15.30%,89.84,94.89,1,AA-,5.48%,214,214,119.1,1.20%,19,富祥转债!
274,电气转债!,113008,2015/2/16,上海电气,601727,能源电力,电力设备,114.12,1.14%,-0.43%,5.5,1.29%,41,0.80%,106.6,5.13,1.31,107.21,6.40%,转股中,0.51年,回售中,5.40%,5.70%,45,833,-12.60%,-14.70%,回售中,回售中,103,104.99,0.56,AAA,3.05%,120.52,121,16,-1.50%,27,电气转债!
244,太阳转债!,128029,2018/1/16,太阳纸业,2078,造纸包装,造纸行业,149.53,-1.63%,1.63%,12.68,0.00%,27,1.50%,107.8,8.55,2.2,148.3,0.80%,转股中,2.39年,0.39年,3.60%,5.40%,12,329,-12.90%,-13.40%,-60.90%,-61.20%,98.88,98.67,0.95,AA+,3.81%,150.33,150.8,51.9,11.90%,8,太阳转债!
190,凯龙转债!,128052,2019/1/21,凯龙股份,2783,化工,化工,212,-3.06%,4.73%,12.19,1.67%,52,75.50%,115,6.67,2.7,182.76,16.00%,转股中,4.39年,2.39年,0.70%,1.30%,0.3,46,-13.20%,-13.70%,-16.70%,-16.70%,92.65,95.27,1,AA,4.48%,228,241.2,146,2.80%,12,凯龙转债!
210,东音转债!!,128043,2018/8/27,罗欣药业,2793,医药,化学制药,239.499,2.35%,-1.32%,14.72,1.03%,130,114%,115.1,6.22,5.55,236.66,1.20%,转股中,4年1.1天,2年1.1天,0.20%,0.50%,0.5,213,-17.00%,-17.50%,-23.00%,-23.10%,94.16,96.97,1,AA,4.48%,240.7,242.3,145.4,6.60%,11,东音转债!!
243,天康转债!!,128030,2018/1/29,天康生物,2100,农业,畜牧业,228.45,-0.72%,0.49%,17.85,-0.22%,213,94.90%,112.3,7.85,3.86,227.39,0.50%,转股中,3.39年,1.39年,0.50%,1.20%,1,192,-19.20%,-19.70%,-33.30%,-33.40%,96.07,97.1,1,AA,4.48%,228.95,229.5,132.4,2.80%,11,天康转债!!
201,特发转债!,127008,2018/12/25,特发信息,70,通信互联,通信设备,297,-1.61%,-0.36%,11.41,-1.98%,115,64.00%,111.1,5.54,3.28,205.96,44.20%,转股中,3.29年,1.29年,0.60%,1.30%,0.6,93,-26.10%,-26.50%,-42.90%,-43.00%,95.57,96.38,1,AA,4.48%,341.2,388,291.7,5.70%,15,特发转债!
99,振德转债!,113555,2020/1/14,振德医疗,603301,医药,医疗器械,636.77,5.25%,2.50%,90.2,7.83%,3793,205%,124.8,14.01,9.46,643.83,-1.10%,转股中,5.38年,3.38年,1.70%,10.70%,3,179,-26.50%,-27.00%,-17.40%,-17.40%,86.14,93.09,0.99,AA-,5.74%,635.67,629.7,536.6,13.30%,16,振德转债!
139,英科转债!,123029,2019/9/10,英科医疗,300677,医药,医疗器械,1068,0.66%,0.75%,171.7,1.42%,1163,77.90%,138.7,16.11,19.68,1065.8,0.20%,转股中,5年15天,3年15天,0.40%,3.90%,1.4,381,-33.90%,-34.50%,-21.80%,-21.80%,90.45,105.74,0.99,AA-,5.74%,1068.2,1070.2,964.5,11.30%,16,英科转债!
