序号,转债名称,转债代码,进展/上市日期,股票名称,股票代码,行业,子行业,转债价格,涨跌,日内套利,股价,涨跌,转债成交额,转债换手率,剩余本息,转股价格,P/B,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,股票市值,税前收益率,税后收益率,税前回售收益,税后回售收益,回售价值,纯债价值,弹性,信用,折现率,双低,老式双低,老式排名,新式双低,新式排名,MA20乖离,热门度,转债名称
186,核建转债!,113024,2019/4/26,中国核建,601611,建筑,建筑工程,106,-0.07%,-0.36%,8.25,-1.08%,54,1.70%,109.7,9.76,2.13,84.53,25.40%,转股中,4.61年,2.61年,13.70%,11.60%,30,219,0.76%,0.36%,-0.97%,-1.19%,93.18,92.76,0.39,AAA,3.78%,131.40 ,127.5,65,34.3,54,-0.30%,44,核建转债!
11,紫银转债,113037,2020/8/17,紫金银行,601860,金融,银行行业,110.85,0.68%,0.17%,4.41,1.61%,108,2.20%,115.8,4.75,1.17,92.84,19.40%,5月3天,5.90年,无权,27.90%,25.90%,45,161,0.76%,0.28%,无权,无权,无权,91.17,0.53,AA+,4.22%,130.25 ,128.9,85,37.7,93,-0.70%,11,紫银转债
4,大禹转债,123063,2020/8/20,大禹节水,300021,化工,橡胶塑料,121.15,0.79%,0.82%,5.88,2.08%,268,34.80%,126.5,4.94,3.3,119.03,1.80%,5月8天,5.91年,4.91年,13.60%,16.20%,6.4,47,0.75%,0.01%,-2.45%,-2.70%,78.05,87.73,0.77,AA-,6.52%,122.95 ,123.3,35,35.5,65,11.30%,6,大禹转债
43,中矿转债,128111,2020/7/7,中矿资源,2738,有色金属,有色行业,119.78,0.76%,-0.15%,16.06,0.88%,26,2.70%,124.7,15.53,1.67,103.41,15.80%,3月20天,5.78年,3.78年,17.90%,18.50%,8,45,0.71%,0.00%,-3.40%,-3.61%,81.75,87.25,0.69,AA-,6.52%,135.58 ,136.1,159,48.9,182,-3.80%,5,中矿转债
107,星帅转债,128094,2020/2/19,星帅尔,2860,家电,零部件制,117.2,-0.45%,0.20%,14.97,-0.33%,1.6,0.50%,121.5,13.95,1.97,107.31,9.20%,转股中,5.38年,3.38年,9.40%,10.10%,2.8,30,0.69%,0.00%,-3.20%,-3.43%,80.87,82.63,0.77,A+,7.62%,126.40 ,127.1,63,44.5,145,-1.80%,30,星帅转债
27,瀛通转债,128118,2020/8/5,瀛通通讯,2861,电子,电子产品,117.4,-0.21%,-0.20%,27.19,-0.62%,13,3.80%,122.1,27.53,3.15,98.76,18.90%,4月12天,5.84年,3.84年,9.10%,8.90%,3,33,0.69%,0.04%,-2.87%,-3.08%,81.43,85.13,0.66,AA-,6.52%,136.30 ,136,156,50.9,191,-3.90%,4,瀛通转债
44,思特转债,123054,2020/7/6,思特奇,300608,通信互联,通信设备,117.4,-0.09%,0.67%,18.04,0.78%,7.3,2.30%,121.7,16.49,3.68,109.4,7.30%,3月19天,5.78年,3.78年,9.50%,10.40%,2.7,28,0.64%,-0.01%,-2.91%,-3.12%,81.77,85.18,0.75,AA-,6.52%,124.70 ,125.4,46,40.2,122,4.10%,8,思特转债
195,岱勒转债!,123024,2019/4/17,岱勒新材,300700,机械装备,专用设备,110.696,0.81%,-1.49%,20.05,-1.86%,3.4,1.50%,113,24.9,3.36,80.52,37.50%,转股中,3.56年,1.56年,12.70%,10.20%,2.1,17,0.59%,-0.08%,-4.79%,-4.97%,89.89,87.7,0.36,A+,7.48%,148.20 ,140.9,187,51,192,-2.00%,33,岱勒转债!
85,雷迪转债,123045,2020/4/13,雷迪克,300652,汽车,零部件制,115.629,0.55%,0.23%,22.38,0.99%,3.7,1.10%,119.4,20.13,2.46,111.18,4.00%,20天,5.53年,3.53年,14.70%,16.30%,2.9,20,0.59%,-0.02%,-2.71%,-2.94%,79.96,80.31,0.78,A+,7.62%,119.63 ,120.1,9,39.8,118,4.90%,38,雷迪转债
95,正元转债,123043,2020/3/31,正元智慧,300645,计算机及,软件开发,117.708,0.43%,0.72%,16.46,1.48%,18,8.70%,121.4,15.41,3.49,106.81,10.20%,13天,5.52年,3.52年,8.40%,9.00%,1.8,21,0.57%,-0.09%,-3.20%,-3.42%,80.07,81.76,0.78,A+,7.62%,127.91 ,128.6,81,46.8,165,3.80%,17,正元转债
20,银信转债,123059,2020/8/12,银信科技,300231,计算机及,软件开发,120.066,0.70%,-1.31%,10.84,-0.82%,20,4.20%,124.1,9.91,3.79,109.38,9.80%,4月25天,5.88年,3.88年,8.20%,8.90%,3.9,48,0.57%,-0.11%,-3.52%,-3.70%,80.78,86.24,0.73,AA-,6.52%,129.87 ,130.7,103,44.5,146,3.50%,6,银信转债
194,招路转债!,127012,2019/4/30,招商公路,1965,机场高速,高速,105.5,0.38%,-0.10%,7.11,0.85%,15,0.30%,108.2,8.81,0.92,80.7,30.70%,转股中,4.56年,2.56年,11.40%,9.20%,50,439,0.56%,0.22%,-1.25%,-1.39%,92.19,91.54,0.33,AAA,3.78%,136.20 ,130.3,99,38.1,98,-1.70%,36,招路转债!
221,山鹰转债,110047,2018/12/10,山鹰纸业,600567,造纸包装,包装用纸,115.46,0.14%,0.01%,3.2,0.31%,1.9,0.10%,118.1,3.34,1.07,95.81,20.50%,转股中,4.23年,2.23年,15.60%,15.00%,23,147,0.55%,-0.20%,-4.53%,-4.79%,94.08,100.08,0.47,AA+,4.08%,135.96 ,135.1,149,35,62,0.30%,36,山鹰转债
49,飞鹿转债,123052,2020/7/3,飞鹿股份,300665,化工,化工,123.6,1.06%,-1.54%,11.93,-0.58%,27,12.30%,127.3,9.9,3.17,120.51,2.60%,3月14天,5.77年,3.77年,12.20%,14.70%,1.8,15,0.52%,-0.25%,-4.06%,-4.29%,79.12,84.23,0.81,A+,7.62%,126.20 ,126.7,59,42.5,134,6.00%,8,飞鹿转债
108,银河转债!,123042,2020/2/14,金银河,300619,机械装备,专用设备,112.993,-0.09%,0.97%,22.86,1.33%,8.9,4.70%,115.9,24.4,3.6,93.69,20.60%,转股中,5.38年,3.38年,9.80%,9.20%,1.7,17,0.48%,-0.05%,-2.28%,-2.50%,80.64,78.85,0.66,A+,7.62%,133.59 ,132.3,121,51.7,196,3.70%,25,银河转债!
26,宁建转债,113036,2020/8/6,宁波建工,601789,建筑,建筑工程,114.35,-0.17%,0.81%,4.88,1.04%,6,1.00%,117.3,4.86,1.63,100.41,13.90%,4月15天,5.85年,3.85年,11.30%,11.40%,5.4,48,0.44%,-0.08%,-2.40%,-2.58%,87.38,91.5,0.61,AA,4.42%,128.25 ,128.3,74,36.8,83,-3.50%,3,宁建转债
77,利群转债!,113033,2020/4/21,利群股份,601366,商业零售,商场,112.68,-0.74%,-1.49%,7.15,-3.51%,26,1.30%,115.3,7.01,1.34,102,10.50%,40天,5.59年,3.59年,29.30%,29.80%,18,62,0.42%,-0.07%,-2.18%,-2.37%,88.38,90.97,0.63,AA,4.42%,123.18 ,123.4,36,32.4,40,-0.80%,34,利群转债!
179,亚泰转债!,128066,2019/5/14,郑中设计,2811,建筑,装饰工程,115.38,0.11%,0.60%,10.76,0.94%,13,2.40%,117.5,9.67,1.98,111.27,3.70%,转股中,4.63年,2.63年,16.50%,18.40%,4.8,29,0.40%,-0.26%,-3.74%,-3.99%,87.51,88.81,0.76,AA-,6.38%,119.08 ,119.5,6,30.7,24,-1.60%,60,亚泰转债!
31,瑞达转债,128116,2020/7/24,瑞达期货,2961,金融,期货行业,112.69,0.32%,0.32%,28.94,1.12%,7.7,1.10%,115.3,29.82,7.57,97.05,16.10%,4月8天,5.83年,3.83年,5.00%,4.90%,6.5,129,0.40%,-0.07%,-2.07%,-2.24%,87.37,90.01,0.58,AA,4.42%,128.79 ,128.3,75,38.3,104,-5.70%,6,瑞达转债
148,北方转债,127014,2019/11/21,北方国际,65,建筑,建筑工程,113.7,-0.01%,1.14%,8.15,2.26%,2.2,0.30%,115.6,8.75,1.29,93.14,22.10%,转股中,5年56天,3年56天,9.20%,8.60%,5.8,63,0.33%,-0.21%,-2.66%,-2.88%,90.93,93.89,0.5,AA+,4.22%,135.80 ,134.3,141,40.4,123,-2.10%,17,北方转债
269,众兴转债!,128026,2018/1/3,众兴菌业,2772,农业,种植业,109.17,0.90%,-0.65%,10.05,0.60%,5.5,0.60%,110.3,11.45,1.55,87.77,24.40%,转股中,3.29年,1.29年,24.90%,21.80%,9.2,37,0.32%,-0.26%,-4.08%,-4.43%,94.02,90.41,0.42,AA-,6.38%,133.57 ,130.6,101,36.5,81,-2.80%,58,众兴转债!
134,新北转债!,128083,2019/12/31,新北洋,2376,电子,电子产品,113.337,-0.22%,-0.20%,10.71,-0.83%,1.2,0.10%,115.2,11.7,2.15,91.54,23.80%,转股中,5.29年,3.29年,12.30%,11.30%,8.8,71,0.31%,-0.20%,-2.56%,-2.76%,89.45,92.07,0.5,AA,4.42%,137.14 ,135.1,150,43.1,136,-1.10%,17,新北转债!
92,百达转债,113570,2020/4/8,百达精工,603331,机械装备,机械装备,113.45,-0.34%,0.15%,12.03,-0.25%,1.5,0.50%,115.3,11.54,1.97,104.25,8.80%,19天,5.53年,3.53年,13.00%,13.60%,2.8,22,0.30%,-0.20%,-2.40%,-2.59%,79.34,77.46,0.79,A+,7.62%,122.25 ,122.7,30,43.3,140,1.20%,30,百达转债
144,金力转债!,123033,2019/11/25,金力永磁,300748,电子,元器件制,120.136,1.11%,2.22%,42.93,4.58%,262,50.50%,121.9,41.09,13.99,104.48,15.00%,转股中,5.18年,3.18年,2.50%,2.60%,4.4,177,0.29%,-0.43%,-3.90%,-4.19%,85.64,88.77,0.73,AA-,6.52%,135.14 ,135.8,153,47,168,1.30%,26,金力转债!
21,国城转债,127019,2020/8/10,国城矿业,688,有色金属,锌铅镍锡,113.4,1.39%,2.24%,23.22,5.26%,26,2.70%,115.1,21.07,12.21,110.2,2.90%,4月25天,5.88年,3.88年,3.20%,3.50%,8.5,264,0.26%,-0.20%,-2.23%,-2.39%,87.1,89.66,0.69,AA,4.42%,116.30 ,116.6,2,26.9,11,0.80%,9,国城转债
140,白电转债,113549,2019/12/11,白云电器,603861,能源电力,电力设备,113.66,-1.17%,-1.29%,8.94,-3.97%,4.2,0.40%,115.1,8.88,1.71,100.68,12.90%,转股中,5.21年,3.21年,21.80%,21.90%,8.8,40,0.25%,-0.27%,-2.73%,-2.93%,89.64,92.27,0.62,AA,4.42%,126.56 ,126.6,57,34.4,56,-0.30%,33,白电转债
182,创维转债!,127013,2019/5/16,创维数字,810,电子,电子产品,116.85,-0.34%,0.52%,11.12,0.36%,22,1.90%,117.9,11.39,3.14,97.63,19.70%,转股中,4.63年,2.63年,8.30%,8.10%,9.8,118,0.20%,-0.48%,-4.32%,-4.54%,92.08,97.48,0.51,AA,4.28%,136.55 ,136.1,158,38.6,107,-6.70%,23,创维转债!
15,N淳中转,113594,今日上市,淳中科技,603516,电子,电子产品,120.01,20.00%,0.00%,40.8,-0.92%,290,79.60%,121.4,39.37,6.41,103.63,15.80%,5月1天,5.89年,3.89年,5.50%,5.70%,3,54,0.20%,-0.42%,-3.37%,-3.57%,77.88,79.52,0.76,A+,7.62%,135.81 ,136.4,162,56.9,219,3.80%,2,N淳中转
16,中金转债,127020,2020/8/14,中金岭南,60,有色金属,有色行业,112.75,0.47%,0.51%,4.46,1.83%,49,1.20%,113.7,4.71,1.46,94.69,19.10%,4月29天,5.89年,3.89年,23.90%,22.60%,38,159,0.14%,-0.27%,-2.34%,-2.46%,86.71,89.39,0.54,AA+,4.22%,131.85 ,130.8,106,41.4,130,-3.00%,8,中金转债
184,明泰转债!,113025,2019/5/7,明泰铝业,601677,有色金属,铝金属,114.41,0.03%,-0.76%,11.39,-1.21%,11,0.50%,115.1,11.2,0.99,101.7,12.50%,转股中,4.61年,2.61年,26.20%,26.70%,18,70,0.13%,-0.45%,-3.59%,-3.82%,92.16,95.23,0.6,AA,4.28%,126.91 ,127.1,64,31.9,34,1.70%,31,明泰转债!
133,鹰19转债,110063,2020/1/3,山鹰纸业,600567,造纸包装,包装用纸,115.66,0.05%,0.12%,3.2,0.31%,0.5,0.00%,116.2,3.3,1.07,96.97,19.30%,转股中,5.29年,3.29年,12.60%,12.30%,19,147,0.09%,-0.45%,-3.18%,-3.37%,89.87,93.76,0.55,AA+,4.22%,134.96 ,134.4,142,40.6,124,0.30%,42,鹰19转债
24,湖盐转债,110071,2020/7/31,湖南盐业,600929,食品饮料,食品饮料,114.65,0.00%,0.49%,7.07,0.71%,6,0.70%,115.2,6.6,2.58,107.12,7.00%,4月22天,5.86年,3.86年,11.10%,11.90%,7.2,65,0.08%,-0.38%,-2.48%,-2.65%,87.24,89.8,0.68,AA,4.42%,121.65 ,122.2,22,32.4,39,-0.10%,7,湖盐转债
243,湖广转债!,127007,2018/8/1,湖北广电,665,传媒娱乐,影视娱乐,112,-0.36%,-0.43%,5.59,-1.41%,13,0.90%,112.3,5.58,0.83,100.18,11.80%,转股中,3.83年,1.83年,22.20%,22.20%,12,55,0.07%,-0.51%,-4.23%,-4.49%,94.96,96.62,0.56,AA+,4.08%,123.80 ,123.8,38,27.2,13,0.50%,17,湖广转债!
12,航新转债,123061,2020/8/18,航新科技,300424,航空航天,航空航天,124.679,1.69%,1.24%,17.12,3.76%,48,15.50%,124.8,14.86,3.95,115.21,8.20%,5月2天,5.90年,3.90年,6.10%,7.00%,2.5,41,0.02%,-0.68%,-4.25%,-4.45%,81.26,86.72,0.78,AA-,6.52%,132.88 ,134.1,138,47.4,171,0.40%,4,航新转债
119,东风转债,113030,2020/1/20,东风股份,601515,造纸包装,包装材料,117.9,0.51%,0.02%,6.89,0.88%,0.9,0.30%,117.3,6.75,2.2,102.07,15.50%,转股中,5.32年,3.32年,3.20%,3.30%,3,92,-0.10%,-0.67%,-3.62%,-3.82%,89.42,93.62,0.61,AA,4.42%,133.40 ,133.7,134,40.1,121,-3.50%,15,东风转债
84,联创转债!,128101,2020/4/13,联创电子,2036,电子,液晶显示,116.253,0.96%,-0.03%,12.32,2.16%,8.8,2.50%,115.1,14.48,4.59,85.08,36.60%,23天,5.55年,3.55年,2.60%,2.20%,3,114,-0.18%,-0.67%,-3.08%,-3.26%,88.36,90.95,0.43,AA,4.42%,152.85 ,147.4,223,56.5,215,2.90%,15,联创转债!
7,三超转债,123062,2020/8/17,三超新材,300554,机械装备,通用设备,121.201,-0.49%,0.11%,21.03,-0.43%,30,12.60%,119.7,17.17,3.85,122.48,-1.00%,5月6天,5.91年,3.91年,9.90%,12.10%,2,20,-0.22%,-0.79%,-3.58%,-3.78%,74.96,74.26,0.89,A,8.62%,120.20 ,119.9,8,45,151,-6.90%,4,三超转债
251,敖东转债!,127006,2018/5/11,吉林敖东,623,金融,证券行业,108.9,0.37%,0.20%,17.19,1.72%,6.3,0.20%,108,20.42,0.91,84.18,29.40%,转股中,3.54年,1.54年,12.00%,10.10%,24,200,-0.24%,-0.66%,-3.97%,-4.15%,95,93.93,0.33,AA+,4.08%,138.30 ,133.6,132,38.6,109,-0.10%,27,敖东转债!
185,鼎胜转债!,113534,2019/4/30,鼎胜新材,603876,有色金属,小金属,116.31,-2.27%,-1.40%,14.91,-6.58%,19,1.30%,114.9,15.18,1.76,98.22,18.40%,转股中,4.61年,2.61年,18.50%,18.20%,12,65,-0.27%,-0.84%,-4.18%,-4.41%,92.14,95.07,0.56,AA,4.28%,134.71 ,134.4,143,39.3,114,-9.60%,32,鼎胜转债!
80,龙净转债!,110068,2020/4/15,龙净环保,600388,城市公用,三废处理,116.7,0.89%,-1.23%,11.24,-0.53%,22,1.00%,115,10.73,2.23,104.75,11.40%,32天,5.57年,3.57年,16.60%,17.40%,20,120,-0.27%,-0.75%,-3.19%,-3.36%,88.8,91.73,0.65,AA+,4.22%,128.10 ,128.6,82,36.9,86,15.30%,29,龙净转债!
29,美联转债,123057,2020/7/27,美联新材,300586,化工,橡胶塑料,120.908,-0.02%,-0.05%,10.99,-0.09%,22,8.60%,118.2,9.91,3.72,110.9,9.00%,4月11天,5.84年,3.84年,4.10%,4.60%,2.1,50,-0.39%,-0.93%,-3.70%,-3.88%,81.06,82.39,0.78,AA-,6.52%,129.91 ,130.9,107,48.5,180,9.00%,4,美联转债
217,光华转债!,128051,2019/1/9,光华科技,2741,电子,元器件制,117.569,0.57%,0.52%,13.75,1.48%,3,1.00%,115.5,12.72,4.38,108.1,8.80%,转股中,4.29年,2.29年,4.90%,5.30%,2.5,51,-0.42%,-1.06%,-4.98%,-5.26%,89.35,89.14,0.74,AA-,6.38%,126.37 ,127,61,37.7,94,-2.10%,23,光华转债!
6,城地转债,113596,2020/8/20,城地股份,603887,通信互联,通信设备,116.36,2.25%,-1.10%,28.85,1.58%,26,1.90%,113.5,29.21,2.28,98.77,17.80%,5月9天,5.91年,3.91年,11.10%,10.90%,12,108,-0.43%,-0.84%,-2.78%,-2.95%,80.44,78.71,0.73,AA-,6.52%,134.16 ,134,137,53.5,204,-7.40%,4,城地转债
270,特一转债!,128025,2017/12/28,特一药业,2728,医药,化学制药,111.351,0.52%,0.25%,14.52,1.26%,1.7,0.50%,109.8,14.7,2.93,98.78,12.70%,转股中,3.27年,1.27年,10.10%,10.00%,3,30,-0.44%,-0.99%,-5.61%,-5.93%,93.9,90.07,0.61,AA-,6.38%,124.05 ,123.9,39,30,21,-4.40%,42,特一转债!
174,文灿转债!,113537,2019/7/5,文灿股份,603348,汽车,零部件制,124.06,-0.56%,-1.00%,24.3,-1.98%,85,12.20%,121.5,19.78,2.47,122.85,1.00%,转股中,4.78年,2.78年,9.70%,11.90%,5.6,58,-0.45%,-1.20%,-5.74%,-6.00%,87.2,91.05,0.79,AA-,6.38%,125.06 ,125.3,45,34.2,52,12.80%,27,文灿转债!
291,广汽转债!!,113009,2016/2/4,广汽集团,601238,汽车,乘用车,108.19,0.29%,-0.27%,10.47,0.58%,6,0.20%,107.5,14.26,1.34,73.42,47.40%,转股中,1.40年,回售中,2.40%,1.70%,25,1072,-0.46%,-1.46%,回售中,回售中,100.25,102.21,0.03,AAA,3.71%,155.59 ,143,198,40.8,125,-1.30%,15,广汽转债!!
219,福能转债!,110048,2018/12/28,福能股份,600483,能源电力,电力供应,116.12,0.10%,0.51%,8.03,1.13%,5,0.20%,113.9,8.12,1.03,98.89,17.40%,转股中,4.27年,2.27年,20.00%,19.80%,28,141,-0.46%,-1.04%,-4.69%,-4.94%,93.89,96.36,0.54,AA+,4.08%,133.52 ,133.3,128,37,87,-9.60%,8,福能转债!
197,亨通转债!,110056,2019/4/16,亨通光电,600487,通信互联,通信设备,117.2,-0.20%,0.31%,16.46,0.18%,27,1.30%,114.8,15.58,2.34,105.65,10.90%,转股中,4.55年,2.55年,5.30%,5.60%,17,321,-0.46%,-1.04%,-4.57%,-4.79%,92.74,96.02,0.63,AA+,4.08%,128.10 ,128.8,83,32.7,43,-0.50%,29,亨通转债!
164,合兴转债!,128071,2019/9/16,合兴包装,2228,造纸包装,包装材料,117.41,0.11%,0.17%,4.63,0.43%,1.7,0.20%,114.8,4.28,1.81,108.18,8.50%,转股中,4.96年,2.96年,11.00%,11.90%,6,54,-0.46%,-0.99%,-4.04%,-4.23%,90.69,93.58,0.66,AA,4.28%,125.91 ,126.6,56,33.1,44,1.90%,27,合兴转债!
160,哈尔转债!,128073,2019/9/11,哈尔斯,2615,其他,家居用品,117.802,-0.30%,1.99%,6.33,2.26%,317,90.00%,115.3,5.72,3.19,110.66,6.40%,转股中,3.98年,1.98年,11.50%,12.80%,3,26,-0.54%,-1.22%,-6.50%,-6.67%,89.42,90.43,0.75,AA-,6.38%,124.20 ,124.9,42,34.5,59,9.70%,36,哈尔转债!
259,道氏转债!!,123007,2018/1/26,道氏技术,300409,建筑,建筑行业,113.305,-0.84%,0.07%,12.82,-1.91%,5,1.50%,111.3,14.95,2.44,85.75,32.10%,转股中,3.33年,1.33年,5.20%,4.40%,3,59,-0.55%,-1.16%,-6.32%,-6.66%,93.82,90.99,0.4,AA-,6.38%,145.41 ,140.9,185,47,169,-0.50%,15,道氏转债!!
220,华源转债!,128049,2018/12/20,华源控股,2787,造纸包装,包装材料,117.901,-2.07%,-1.23%,8.6,-4.23%,69,15.90%,115.2,7.42,1.86,115.9,1.70%,转股中,4.25年,2.25年,13.60%,15.80%,3.7,27,-0.56%,-1.19%,-5.30%,-5.56%,89.34,89.13,0.78,AA-,6.38%,119.60 ,119.9,7,30.6,23,3.30%,56,华源转债!
52,今天转债,123051,2020/6/30,今天国际,300532,计算机及,软件开发,127,0.08%,0.15%,11.56,0.26%,15,4.10%,122.8,8.8,3.94,131.36,-3.30%,3月13天,5.76年,3.76年,8.90%,11.60%,2.8,32,-0.59%,-1.25%,-4.84%,-5.05%,78.74,81.23,0.87,A+,7.62%,123.70 ,122.6,29,41.4,129,5.90%,10,今天转债
71,滨化转债,113034,2020/4/30,滨化股份,601678,化工,化工,119,1.09%,-0.13%,5.05,1.41%,23,0.80%,115.1,4.68,1.29,107.91,10.30%,48天,5.61年,3.61年,30.80%,33.20%,24,78,-0.60%,-1.08%,-3.63%,-3.80%,88.09,90.68,0.68,AA,4.42%,129.30 ,130.1,95,39.4,117,-4.20%,28,滨化转债
61,交科转债,128107,2020/5/22,浙江交科,2061,建筑,建筑工程,119.88,0.28%,0.56%,5.89,1.20%,5,0.20%,115.3,5.36,1.05,109.89,9.10%,2月0天,5.65年,3.65年,30.90%,33.90%,25,81,-0.70%,-1.18%,-3.74%,-3.92%,88.8,91.71,0.69,AA+,4.22%,128.98 ,129.9,92,38.2,100,-0.40%,14,交科转债
5,科华转债,128124,2020/8/20,科华生物,2022,医药,生物制药,115.3,1.30%,0.01%,20.85,2.06%,37,4.40%,110.3,21.5,4.46,96.98,18.90%,5月8天,5.91年,3.91年,6.90%,6.70%,7.4,107,-0.76%,-1.08%,-2.73%,-2.87%,86.49,85.75,0.64,AA,4.42%,134.20 ,133.6,133,47.1,170,-3.60%,5,科华转债
258,江银转债!,128034,2018/2/14,江阴银行,2807,金融,银行行业,111.998,1.49%,-0.38%,4.39,2.09%,11,0.50%,109.1,4.5,0.85,97.56,14.80%,转股中,3.41年,无权,18.40%,18.00%,18,95,-0.78%,-1.27%,无权,无权,无权,95.4,0.53,AA+,4.08%,126.80 ,126.4,54,31,28,1.50%,30,江银转债!
187,司尔转债!,128064,2019/5/7,司尔特,2538,化工,农化,119.03,0.79%,0.31%,6.44,1.74%,5.5,0.60%,114.9,6.07,1.23,106.1,12.20%,转股中,4.61年,2.61年,17.30%,18.40%,8,46,-0.78%,-1.35%,-4.99%,-5.21%,92.15,95.08,0.63,AA,4.28%,131.23 ,132,117,36.9,85,4.40%,55,司尔转债!
286,骆驼转债!,113012,2017/7/18,骆驼股份,601311,汽车,零部件制,110.01,0.08%,-0.03%,8.28,0.24%,6.3,1.10%,107.8,10.06,1.07,82.31,33.70%,转股中,2.57年,0.57年,5.50%,4.50%,5.1,93,-0.80%,-1.37%,-10.90%,-11.30%,98.53,97.13,0.23,AA,4.21%,143.71 ,137.7,165,39.2,112,4.30%,17,骆驼转债!
141,利德转债!,123035,2019/12/9,利亚德,300296,电子,LED制,120.403,0.34%,0.72%,7.02,1.74%,19,2.00%,115.6,6.98,2.1,100.57,19.70%,转股中,5.21年,3.21年,4.50%,4.50%,8,179,-0.80%,-1.32%,-4.27%,-4.49%,90.71,93.67,0.61,AA+,4.22%,140.10 ,140.2,180,46.6,162,3.40%,16,利德转债!
281,林洋转债!,113014,2017/11/13,林洋能源,601222,能源电力,电力设备,113.1,0.73%,-0.37%,7.23,1.12%,16,0.50%,110.3,8.54,1.25,84.66,33.60%,转股中,3年59天,1年59天,23.70%,20.10%,30,126,-0.81%,-1.40%,-7.00%,-7.37%,97.29,96.91,0.32,AA,4.28%,146.70 ,141.5,192,44.2,144,-5.10%,24,林洋转债!
120,淮矿转债!,110065,2020/1/13,淮北矿业,600985,煤炭,煤炭开采,116.01,0.01%,1.64%,9.68,2.54%,7.9,0.20%,111,9.33,1.08,103.75,11.80%,转股中,5.32年,3.32年,13.10%,13.60%,28,210,-0.84%,-1.22%,-3.25%,-3.43%,90.63,90.82,0.65,AAA,3.92%,127.81 ,128.3,73,37.4,91,3.80%,23,淮矿转债!
242,博世转债!,123010,2018/8/14,博世科,300422,城市公用,三废处理,116.11,-0.38%,-2.40%,12.66,-4.09%,12,2.40%,112.3,12.2,2.62,103.77,11.90%,转股中,3.85年,1.85年,8.40%,8.70%,4.3,51,-0.88%,-1.45%,-5.90%,-6.15%,90.83,88.9,0.68,AA-,6.38%,128.01 ,128.4,77,37.6,92,2.50%,24,博世转债!
201,中鼎转2!,127011,2019/4/4,中鼎股份,887,汽车,零部件制,119.899,-0.20%,0.52%,11.07,0.64%,9.8,0.70%,115.2,11.59,1.55,95.51,25.50%,转股中,4.52年,2.52年,8.90%,8.50%,12,135,-0.90%,-1.49%,-5.36%,-5.59%,93.08,96.51,0.49,AA+,4.08%,145.40 ,144.3,211,47.8,175,-2.80%,29,中鼎转2!
263,蒙电转债!,110041,2018/1/9,内蒙华电,600863,能源电力,电力供应,113.61,-0.09%,-0.11%,2.63,-0.38%,12,0.60%,110.3,2.69,1.3,97.77,16.20%,转股中,3.32年,1.32年,12.20%,12.00%,19,153,-0.91%,-1.47%,-6.58%,-6.92%,97.35,97.8,0.52,AAA,3.78%,129.81 ,129.5,91,31.7,32,0.50%,9,蒙电转债!
130,木森转债!,128084,2020/1/10,木林森,2745,电子,LED制,123.46,-0.03%,-0.28%,15.84,-0.31%,39,3.80%,117.3,12.8,1.97,123.75,-0.20%,转股中,5.30年,3.30年,3.70%,4.60%,8.2,221,-0.98%,-1.54%,-4.93%,-5.13%,89.51,93.71,1,AA,4.42%,123.26 ,123.2,34,29.5,20,-5.20%,21,木森转债!
66,维尔转债,123049,2020/5/12,维尔利,300190,城市公用,三废处理,131.8,3.61%,2.60%,10.17,7.28%,201,16.90%,124.8,7.48,1.95,135.96,-3.10%,51天,5.62年,3.62年,11.50%,15.60%,9.2,80,-0.99%,-1.71%,-5.96%,-6.17%,82.68,88.23,0.85,AA-,6.52%,128.70 ,127.6,67,39.4,116,13.10%,11,维尔转债
105,奥瑞转债!,128096,2020/3/16,奥瑞金,2701,造纸包装,包装材料,122.65,1.99%,0.71%,5.33,3.70%,3.3,0.30%,116,4.64,2.17,114.87,6.80%,转股中,5.45年,3.45年,8.70%,10.00%,11,125,-1.04%,-1.55%,-4.42%,-4.63%,90.01,93.07,0.73,AA+,4.22%,129.45 ,130.4,100,37.4,89,-1.70%,23,奥瑞转债!
51,楚江转债,128109,2020/6/23,楚江新材,2171,有色金属,铜金属,122.34,0.40%,0.90%,9.22,1.88%,45,2.00%,115.3,8.73,2.31,105.61,15.80%,3月13天,5.76年,3.76年,14.90%,15.70%,18,123,-1.04%,-1.50%,-4.13%,-4.30%,87.71,90.28,0.69,AA,4.42%,138.14 ,139.1,176,48.8,181,-4.80%,4,楚江转债
9,国投转债,110073,2020/8/20,国投资本,600061,金融,证券行业,117.61,1.01%,1.85%,15.15,4.55%,767,8.20%,110.5,15.25,1.62,99.34,18.40%,5月6天,5.90年,无权,12.50%,12.40%,80,640,-1.06%,-1.38%,无权,无权,无权,88.3,0.63,AAA,3.92%,136.01 ,135.9,155,47.6,174,1.50%,16,国投转债
191,现代转债,110057,2019/4/30,现代制药,600420,医药,化学制药,116.31,0.53%,0.42%,10.44,1.46%,4.9,0.30%,110.8,9.89,1.44,105.56,10.20%,转股中,4.59年,2.59年,15.10%,15.90%,16,107,-1.07%,-1.50%,-4.25%,-4.47%,93.35,93.76,0.65,AAA,3.78%,126.51 ,127.1,62,33.3,46,-3.00%,22,现代转债
