序号,转债名称,转债代码,进展/上市日期,股票名称,股票代码,行业,子行业,转债价格,涨跌,日内套利,股价,涨跌,转债成交额,转债换手率,剩余本息,转股价格,P/B,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,股票市值,税前收益率,税后收益率,税前回售收益,税后回售收益,回售价值,纯债价值,弹性,信用,折现率,双低,老式双低,老式排名,新式双低,新式排名,MA20乖离,热门度,转债名称
241,海澜转债!,110045,2018/7/31,海澜之家,600398,服装纺织,服装行业,99.2,-0.19%,0.18%,6.99,-0.14%,5.4,0.20%,111.1,11.75,2.48,59.49,66.80%,转股中,3.87年,1.87年,9.80%,5.80%,29,302,3.01%,2.46%,1.39%,1.19%,94.07,95.36,0.06,AA+,4.08%,166.00 ,138.9,174,43.6,141,6.50%,59,海澜转债!
93,科达转债!,113569,2020/4/8,苏州科达,603660,通信互联,物联网,103.99,0.24%,-0.90%,9.36,-3.11%,9.2,1.70%,120.7,14.84,2.72,63.07,64.90%,15天,5.53年,3.53年,11.00%,7.00%,5.2,47,2.79%,2.12%,0.01%,-0.20%,82.61,85.77,0.21,AA-,6.52%,168.89 ,144.9,214,59.1,228,-2.40%,22,科达转债!
283,久其转债!,128015,2017/7/18,久其软件,2279,计算机及,软件开发,103.039,-0.07%,0.08%,6.81,0.15%,3.6,0.40%,110.8,9.48,6.66,71.84,43.40%,转股中,2.78年,0.78年,16.10%,11.60%,7.8,48,2.69%,1.95%,-1.54%,-1.86%,94.95,91.12,0.11,A+,7.41%,146.44 ,134.2,140,39.3,113,-4.90%,57,久其转债!
147,浦发转债!,110059,2019/11/15,浦发银行,600000,金融,银行行业,103.41,0.20%,0.05%,10.46,1.06%,115,0.20%,117.8,14.45,0.6,72.39,42.90%,转股中,5.16年,无权,16.30%,11.80%,500,3070,2.63%,1.99%,无权,无权,无权,97.11,0.24,AAA,3.92%,146.31 ,134.4,144,37.3,88,-0.50%,78,浦发转债!
205,中信转债!,113021,2019/3/19,中信银行,601998,金融,银行行业,106.07,-0.05%,0.22%,5.24,0.77%,41,0.10%,118.8,6.98,0.56,75.07,41.30%,转股中,4.51年,无权,15.60%,11.70%,400,2564,2.62%,1.86%,无权,无权,无权,100.98,0.23,AAA,3.78%,147.37 ,137.1,163,36.1,75,-0.30%,55,中信转债!
207,长城转债!,113528,2019/3/20,长城科技,603897,机械装备,专用设备,105.3,-0.10%,0.20%,20.21,0.20%,4.3,0.60%,117.6,23.75,1.96,85.09,23.70%,转股中,4.50年,2.50年,17.60%,15.00%,6.3,36,2.54%,1.83%,-0.49%,-0.78%,88.29,89.6,0.46,AA-,6.38%,129.00 ,125.5,49,35.9,69,-1.10%,46,长城转债!
30,胜达转债,113591,2020/7/23,大胜达,603687,造纸包装,包装用纸,105.85,0.02%,0.55%,13.36,0.98%,15,2.60%,122.2,14.73,3.79,90.7,16.70%,4月12天,5.84年,3.84年,10.00%,9.10%,5.5,55,2.54%,1.87%,-0.42%,-0.61%,81.07,85.16,0.58,AA-,6.52%,122.55 ,121,14,35.8,67,0.10%,16,胜达转债
239,德尔转债!,123011,2018/8/14,德尔股份,300473,汽车,零部件制,105.909,0.56%,-0.52%,28.29,0.11%,5.9,2.20%,116.3,34.54,1.45,81.91,29.30%,转股中,3.89年,1.89年,7.80%,6.40%,2.5,32,2.48%,1.72%,-1.45%,-1.71%,90.63,91.85,0.37,AA-,6.38%,135.21 ,129.9,94,38.1,97,-2.70%,36,德尔转债!
128,鸿达转债,128085,2020/1/8,鸿达兴业,2002,化工,化工,110.099,0.03%,0.52%,3.96,1.02%,20,0.80%,124.8,3.92,1.46,101.02,9.00%,转股中,5.30年,3.30年,23.70%,23.90%,24,103,2.45%,1.64%,-1.57%,-1.80%,89.94,99.74,0.54,AA,4.42%,119.10 ,119.2,4,19.4,4,-0.40%,79,鸿达转债
177,大业转债!,113535,2019/6/3,大业股份,603278,汽车,零部件制,103.74,0.06%,0.04%,9,0.45%,1.7,0.30%,113.1,12.4,1.63,72.58,42.90%,转股中,3.69年,1.69年,19.20%,13.90%,5,26,2.40%,1.74%,-0.99%,-1.18%,94.25,97.07,0.22,AA,4.28%,146.64 ,134.9,148,37.8,96,0.60%,50,大业转债!
70,起步转债!,113576,2020/5/7,起步股份,603557,服装纺织,鞋服行业,106.95,0.56%,1.09%,9.86,2.71%,8.6,1.50%,121.8,10.55,2.74,93.46,14.40%,48天,5.61年,3.61年,11.20%,10.40%,5.2,47,2.40%,1.71%,-0.56%,-0.80%,82.73,86.17,0.61,AA-,6.52%,121.35 ,120.4,12,34.3,53,-3.70%,31,起步转债!
196,迪森转债!,123023,2019/4/16,迪森股份,300335,能源电力,电力供应,103.51,-0.46%,-0.70%,5.57,-3.47%,8,1.30%,114.9,7.04,1.5,79.12,30.80%,转股中,4.56年,3.56年,29.70%,23.50%,6,20,2.36%,1.76%,0.45%,0.18%,90.25,95.29,0.33,AA,4.28%,134.31 ,127.9,69,32.6,42,7.30%,49,迪森转债!
67,凌钢转债!,110070,2020/5/13,凌钢股份,600231,钢铁,炼钢,103.79,-0.32%,0.70%,2.31,0.87%,2.8,0.60%,117.8,2.75,0.82,84,23.60%,49天,5.62年,3.62年,6.90%,5.80%,4.4,64,2.33%,1.75%,0.09%,-0.12%,88.55,92.84,0.44,AA,4.42%,127.39 ,123.6,37,30.7,26,-1.10%,12,凌钢转债!
34,天创转债!,113589,2020/7/16,天创时尚,603608,服装纺织,鞋服行业,101.17,-0.04%,0.07%,9.25,0.11%,11,1.90%,115.3,12.64,1.85,73.18,38.20%,4月6天,5.82年,3.82年,15.10%,11.00%,6,40,2.31%,1.83%,0.65%,0.46%,87.5,90.07,0.31,AA,4.42%,139.37 ,129.2,89,39.1,111,-4.90%,6,天创转债!
285,永东转债!,128014,2017/7/18,永东股份,2753,化工,化工,105.073,0.35%,-0.16%,8.73,2.71%,3.5,1.00%,111.3,12.6,1.89,69.29,51.70%,转股中,2.63年,0.63年,10.30%,7.10%,3.4,33,2.25%,1.44%,-3.89%,-4.31%,96.95,95,0.07,AA-,6.31%,156.77 ,140.9,186,43.9,143,2.60%,40,永东转债!
122,建工转债!,110064,2020/1/16,重庆建工,600939,建筑,建筑工程,107.18,0.19%,0.03%,4.12,0.49%,9.2,0.50%,120.2,4.57,1.09,90.15,18.90%,转股中,5.31年,3.31年,22.20%,20.00%,17,75,2.23%,1.56%,-0.72%,-0.97%,90.69,97.02,0.45,AA+,4.22%,126.08 ,124.2,40,27.2,12,-1.30%,46,建工转债!
261,吉视转债!,113017,2018/1/15,吉视传媒,601929,传媒娱乐,影视娱乐,102.35,-0.38%,-0.01%,2.27,-1.73%,10,0.60%,109.8,2.95,1.07,76.95,33.00%,转股中,3.33年,1.33年,22.10%,17.00%,16,71,2.18%,1.61%,0.13%,-0.20%,96.65,96.37,0.22,AA+,4.08%,135.35 ,127.8,68,31.1,29,-0.70%,51,吉视转债!
276,嘉澳转债!,113502,2017/11/27,嘉澳环保,603822,化工,化工,105.1,0.27%,-0.30%,27.91,-0.75%,1.3,0.60%,112.3,44.79,2.76,62.31,68.70%,转股中,3.20年,1.20年,9.00%,5.60%,1.9,20,2.14%,1.41%,-1.62%,-2.01%,94.55,92.56,0.04,AA-,6.38%,173.80 ,147.9,224,53.3,203,-0.60%,29,嘉澳转债!
94,新春转债,113568,2020/4/2,五洲新春,603667,机械装备,通用设备,111.6,0.17%,-0.96%,8.97,-1.21%,4.8,1.30%,124.8,8.91,1.51,100.67,10.90%,16天,5.52年,3.52年,12.60%,12.70%,3.3,26,2.09%,1.32%,-1.73%,-1.97%,83.23,88.82,0.65,AA-,6.52%,122.50 ,122.5,27,33.7,50,2.10%,40,新春转债
260,迪龙转债!,128033,2018/1/29,雪迪龙,2658,城市公用,三废处理,102.656,-0.48%,0.63%,6.58,0.77%,3.1,0.60%,109.8,8.83,1.99,74.52,37.80%,转股中,3.33年,1.33年,13.10%,9.70%,5.2,40,2.08%,1.52%,-0.07%,-0.40%,96.38,95.77,0.2,AA,4.28%,140.46 ,130.8,105,34.4,57,-1.50%,38,迪龙转债!
228,长久转债!,113519,2018/11/30,长久物流,603569,交通运输,物流业,110.58,-0.51%,1.39%,10.03,2.35%,4.9,0.60%,120.1,11.15,2.34,89.96,22.90%,转股中,4.19年,2.19年,12.40%,11.20%,7,56,2.03%,1.19%,-2.76%,-3.04%,93.97,101.15,0.37,AA,4.28%,133.48 ,131.2,109,30.1,22,1.60%,17,长久转债!
127,孚日转债!,128087,2020/1/16,孚日股份,2083,服装纺织,家纺,102.432,-0.26%,0.26%,5.27,0.00%,5.7,0.90%,113.3,6.3,1.25,83.65,22.50%,转股中,5.30年,3.30年,13.60%,11.40%,6.5,48,1.96%,1.49%,0.39%,0.17%,89.5,90.52,0.43,AA,4.42%,124.93 ,121.2,15,30.7,25,-3.00%,50,孚日转债!
162,翔鹭转债!,128072,2019/9/16,翔鹭钨业,2842,有色金属,小金属,104.9,0.37%,-0.29%,10.43,0.29%,0.4,0.10%,115.1,15.31,3.19,68.13,54.00%,转股中,4.98年,2.98年,10.50%,7.20%,3,29,1.92%,1.36%,-0.45%,-0.66%,85.31,85.11,0.27,AA-,6.38%,158.90 ,141.7,193,56.4,214,-6.30%,27,翔鹭转债!
86,搜特转债!,128100,2020/4/9,搜于特,2503,服装纺织,服装行业,105.903,0.03%,-0.06%,2.67,-0.37%,6.7,0.80%,117.3,5.36,1.54,49.81,113%,20天,5.53年,3.53年,9.70%,4.80%,8,83,1.90%,1.33%,-0.55%,-0.74%,88.59,92.76,0.05,AA,4.42%,218.90 ,162,253,69.2,250,-4.90%,37,搜特转债!
230,岭南转债!,128044,2018/9/4,岭南股份,2717,城市公用,生态环境,103.48,-0.09%,0.05%,4.21,-0.24%,0.8,0.10%,111.3,5.91,1.35,71.24,45.30%,转股中,3.96年,1.96年,10.20%,7.30%,6.6,64,1.89%,1.35%,-0.31%,-0.57%,94.09,94.56,0.19,AA,4.28%,148.78 ,135.7,152,41.2,127,-1.90%,31,岭南转债!
216,奇精转债!,113524,2019/1/7,奇精机械,603677,家电,零部件制,109.48,0.17%,-0.11%,12.39,0.16%,0.3,0.10%,117.9,14.28,2.44,86.76,26.20%,转股中,4.29年,2.29年,13.90%,12.00%,3.3,24,1.78%,1.03%,-2.32%,-2.58%,93.38,98.85,0.38,AA,4.28%,135.68 ,132.2,119,33.3,47,-1.50%,44,奇精转债!
208,今飞转债!,128056,2019/3/22,今飞凯达,2863,汽车,零部件制,112.001,-0.05%,-0.34%,6.83,-0.58%,19,4.60%,121,6.76,2.53,101.04,10.90%,转股中,4.50年,2.50年,14.30%,14.50%,3.7,26,1.77%,0.95%,-2.71%,-3.00%,86.15,88.16,0.68,A+,7.48%,122.90 ,123,32,34.8,60,2.00%,58,今飞转债!
126,森特转债,113557,2020/1/10,森特股份,603098,建筑,建筑工程,110.3,1.38%,0.98%,9.86,3.79%,3.1,0.50%,120.7,10.11,2.32,97.53,13.10%,转股中,5.31年,3.31年,12.70%,12.40%,6,47,1.75%,1.06%,-1.69%,-1.91%,83.78,86.97,0.62,AA-,6.52%,123.40 ,123.1,33,36.1,76,2.20%,35,森特转债
155,万里转债!,123032,2019/10/31,万里马,300591,服装纺织,服装纺织,122.2,0.66%,0.38%,7.59,1.47%,124,56.30%,132.8,6.89,5.23,110.16,10.90%,转股中,5年43天,3年43天,7.60%,8.40%,1.8,24,1.70%,0.66%,-3.81%,-4.23%,85.3,92.62,0.71,A+,7.62%,133.10 ,134.2,139,41.6,131,-3.60%,43,万里转债!
150,迪贝转债!,113546,2019/11/21,迪贝电气,603320,家电,零部件制,111.26,0.04%,0.45%,14.12,0.71%,3.5,1.40%,121.1,14.1,2.79,100.14,11.10%,转股中,5年55天,3年55天,12.50%,12.50%,2.3,18,1.70%,0.98%,-1.92%,-2.17%,82.16,83.76,0.68,A+,7.62%,122.36 ,122.4,24,38.6,108,2.80%,43,迪贝转债!
170,清水转债,123028,2019/7/15,清水源,300437,城市公用,三废处理,112.6,-0.49%,-1.93%,12.16,-3.87%,10,1.80%,121.8,11.84,1.76,102.7,9.60%,转股中,4.81年,2.81年,18.50%,19.00%,4.9,27,1.69%,0.90%,-2.44%,-2.74%,87.34,91.18,0.62,AA-,6.38%,122.20 ,122.5,26,31.3,30,7.80%,46,清水转债
3,佳力转债,113597,2020/8/21,佳力图,603912,机械装备,专用设备,113.16,1.72%,-1.27%,19.26,0.94%,11,3.30%,124.5,23.4,5.21,82.31,37.50%,5月10天,5.92年,3.92年,7.20%,5.90%,3,42,1.66%,0.96%,-1.97%,-2.17%,80.9,86.34,0.48,AA-,6.52%,150.66 ,144,207,57.7,221,-2.90%,3,佳力转债
168,智能转债!,128070,2019/7/23,智能自控,2877,机械装备,通用设备,108.8,0.16%,0.25%,8.15,0.74%,9.9,4.00%,117.6,9.51,3.87,85.7,27.00%,转股中,4.84年,无权,8.50%,7.30%,2.3,27,1.65%,1.00%,无权,无权,无权,83.59,0.54,A+,7.48%,135.80 ,131.9,116,48.3,179,2.00%,33,智能转债!
153,金轮转债!,128076,2019/11/8,金轮股份,2722,机械装备,专用设备,106.32,-0.64%,1.03%,13.28,0.68%,9,3.90%,115.3,14.76,1.26,89.97,18.20%,转股中,5年46天,3年46天,9.20%,8.30%,2.1,23,1.63%,1.08%,-0.73%,-0.96%,84.53,84.01,0.57,AA-,6.52%,124.52 ,122.7,31,38.1,99,1.70%,42,金轮转债!
290,顺昌转债!!,128010,2016/2/23,澳洋顺昌,2245,交通运输,物流业,107.252,0.14%,-0.14%,5.23,3.16%,1.9,0.30%,109.6,9.25,2.39,56.54,89.70%,转股中,1.40年,回售中,9.90%,5.60%,5.1,51,1.58%,0.29%,回售中,回售中,100.27,103.51,0,AA,4.21%,196.95 ,158,247,54.4,207,6.40%,41,顺昌转债!!
264,双环转债!,128032,2018/1/25,双环传动,2472,机械装备,通用设备,104.9,-0.57%,-0.03%,6.2,-8.15%,15,1.40%,110.3,9.89,1.29,62.69,67.30%,转股中,3.32年,1.32年,23.50%,14.70%,10,43,1.56%,0.96%,-1.36%,-1.72%,96.63,96.26,0.07,AA,4.28%,172.20 ,147.1,222,50.5,188,2.00%,50,双环转债!
248,新凤转债!,113508,2018/5/16,新凤鸣,603225,服装纺织,纺织行业,106.41,0.48%,-0.39%,11.43,0.62%,14,0.60%,112.3,15.78,1.41,72.43,46.90%,转股中,3.66年,1.66年,13.40%,9.70%,21,160,1.51%,0.88%,-1.89%,-2.18%,95.29,96.62,0.15,AA,4.28%,153.31 ,140.4,182,43.8,142,-0.60%,27,新凤转债!
235,凯中转债!,128042,2018/9/3,凯中精密,2823,能源电力,电力设备,110.002,-0.27%,0.49%,11.36,0.62%,0.5,0.10%,116.3,12.94,2.58,87.79,25.30%,转股中,3.92年,1.92年,12.70%,11.10%,4.2,33,1.46%,0.71%,-3.22%,-3.47%,94.26,98.97,0.36,AA,4.28%,135.30 ,132.2,120,33.2,45,-5.20%,24,凯中转债!
200,苏银转债!,110053,2019/4/3,江苏银行,600919,金融,银行行业,111.8,0.88%,0.11%,6.46,2.54%,134,0.60%,119.1,7.28,0.65,88.74,26.00%,转股中,4.54年,无权,26.80%,23.80%,200,746,1.45%,0.69%,无权,无权,无权,101.14,0.39,AAA,3.78%,137.80 ,134.9,147,33.7,51,2.80%,48,苏银转债!
268,铁汉转债!,123004,2018/1/26,铁汉生态,300197,城市公用,生态环境,104.844,0.38%,-0.74%,3.21,-1.23%,38,4.30%,109.8,3.98,1.45,80.65,30.00%,转股中,3.30年,1.30年,11.10%,8.90%,8.3,75,1.44%,0.87%,-1.51%,-1.84%,96.47,95.87,0.29,AA,4.28%,134.84 ,129,88,32.6,41,7.00%,31,铁汉转债!
18,联诚转债,128120,2020/8/17,联诚精密,2921,汽车,零部件制,109.107,-0.26%,-0.33%,23.3,-0.81%,16,5.80%,118.4,24.37,2.69,95.61,14.10%,4月29天,5.88年,3.88年,13.70%,13.10%,2.6,19,1.43%,0.87%,-1.06%,-1.27%,75.11,73.63,0.73,A,8.62%,123.21 ,122.6,28,47.5,173,1.70%,5,联诚转债
253,杭电转债!,113505,2018/3/27,杭电股份,603618,能源电力,电力设备,107.04,-0.36%,0.42%,6.33,0.16%,3,0.40%,112.3,7.14,1.75,88.66,20.70%,转股中,3.52年,1.52年,17.10%,15.20%,7.5,44,1.40%,0.75%,-2.39%,-2.70%,95.85,97.19,0.39,AA,4.28%,127.74 ,125.4,47,28.2,17,2.20%,40,杭电转债!
138,海亮转债,128081,2019/12/16,海亮股份,2203,有色金属,铜金属,107.25,-0.27%,1.11%,8.8,1.73%,16,0.50%,115.2,9.76,1.91,90.16,18.90%,转股中,5.23年,3.23年,18.30%,16.50%,32,172,1.40%,0.87%,-1.00%,-1.20%,89.67,92.3,0.49,AA,4.42%,126.15 ,124.3,41,32,35,-1.10%,53,海亮转债
233,苏农转债!,113516,2018/8/20,苏农银行,603323,金融,银行行业,108.43,0.31%,0.59%,4.83,2.33%,6.5,0.50%,114.3,5.52,0.74,87.5,23.90%,转股中,3.93年,无权,14.80%,13.00%,13,87,1.38%,0.71%,无权,无权,无权,97.96,0.39,AA+,4.08%,132.33 ,129.4,90,31.4,31,1.40%,37,苏农转债!
81,久吾转债,123047,2020/4/17,久吾高科,300631,机械装备,专用设备,120.83,0.06%,-0.02%,20.5,0.05%,9.6,3.10%,130.1,17.61,3.12,116.41,3.80%,28天,5.56年,3.56年,11.70%,13.70%,2.5,22,1.38%,0.49%,-3.47%,-3.77%,81.02,87.52,0.78,A+,7.62%,124.63 ,125.2,44,37.7,95,4.90%,19,久吾转债
204,贵广转债!,110052,2019/3/29,贵广网络,600996,传媒娱乐,影视娱乐,111.67,-0.47%,-0.77%,7.61,-2.56%,34,2.00%,118.5,7.94,1.79,95.84,16.50%,转股中,4.52年,2.52年,19.10%,18.30%,15,80,1.35%,0.63%,-2.71%,-2.97%,93.39,99.32,0.48,AA+,4.08%,128.17 ,127.5,66,28.2,16,-1.60%,16,贵广转债!
278,时达转债!,128018,2017/12/4,新时达,2527,机械装备,机器人及,105.974,0.93%,-0.27%,5.85,2.81%,3.1,0.30%,110.3,7.42,1.44,78.84,34.40%,转股中,3.19年,1.19年,24.30%,19.10%,8.8,36,1.29%,0.68%,-2.24%,-2.63%,97.18,96.8,0.23,AA,4.28%,140.37 ,133.1,127,35.9,71,4.50%,42,时达转债!
183,核能转债!,113026,2019/5/8,中国核电,601985,能源电力,核电,103.66,0.08%,-0.02%,4.61,0.22%,11,0.10%,109.8,6.08,1.43,75.82,36.70%,转股中,4.63年,2.63年,10.90%,8.20%,78,718,1.28%,0.87%,-0.13%,-0.36%,93.21,92.79,0.26,AAA,3.78%,140.36 ,131.5,112,38.3,102,1.70%,51,核能转债!
169,华森转债!,128069,2019/7/11,华森制药,2907,医药,化学制药,112.996,0.32%,1.54%,18.13,2.84%,8.2,2.40%,120,18.04,7.02,100.5,12.40%,转股中,4.82年,2.82年,4.10%,4.10%,3,73,1.28%,0.55%,-2.92%,-3.14%,86.21,89.58,0.66,AA-,6.38%,125.40 ,125.5,48,35.9,70,-3.30%,42,华森转债!
74,鲁泰转债,127016,2020/5/13,鲁 泰Ａ,726,服装纺织,纺织行业,108.64,0.13%,0.28%,7.87,0.90%,17,1.10%,116.2,8.91,0.86,88.33,23.00%,47天,5.61年,3.61年,20.70%,18.30%,14,68,1.23%,0.71%,-1.23%,-1.42%,88.83,92.54,0.45,AA+,4.22%,131.64 ,129,87,36.4,79,-1.30%,20,鲁泰转债
14,花王转债,113595,2020/8/18,花王股份,603007,城市公用,生态环境,117.06,0.82%,0.81%,8.2,2.12%,67,17.30%,125.3,6.94,2.47,118.16,-0.90%,5月1天,5.89年,3.89年,11.90%,14.10%,3.3,28,1.18%,0.46%,-2.85%,-3.04%,80.88,87.02,0.77,AA-,6.52%,116.16 ,116,1,28.9,18,7.40%,13,花王转债
17,沪工转债,113593,2020/8/10,上海沪工,603131,机械装备,通用设备,114.14,0.57%,0.05%,20.91,0.87%,10,2.30%,121.6,21.32,5.49,98.08,16.40%,4月29天,5.89年,3.89年,6.00%,5.90%,4,66,1.10%,0.47%,-2.15%,-2.36%,77.89,79.65,0.71,A+,7.62%,130.54 ,130.2,97,50.6,189,-6.40%,3,沪工转债
136,华锋转债!,128082,2020/1/6,华锋股份,2806,电子,元器件制,115.456,-0.34%,-0.61%,12.7,-1.24%,1,0.30%,122,11.71,1.75,108.45,6.50%,转股中,5.27年,3.27年,15.70%,17.10%,3.5,22,1.08%,0.36%,-2.75%,-3.02%,82.01,83.78,0.76,A+,7.62%,121.96 ,122.5,25,38.7,110,-1.90%,55,华锋转债!
218,钧达转债!,128050,2018/12/27,钧达股份,2865,汽车,零部件制,118.2,0.72%,-0.31%,17.25,0.58%,9.7,2.60%,123.5,14.83,2.43,116.32,1.60%,转股中,4.28年,2.28年,15.30%,17.80%,3.2,21,1.05%,0.12%,-5.22%,-5.50%,89.43,95.36,0.7,AA-,6.38%,119.80 ,120.1,10,24.7,7,5.30%,61,钧达转债!
78,华体转债!,113574,2020/4/27,华体科技,603679,城市公用,城市公用,110.11,-0.12%,0.26%,27.9,0.25%,3.4,1.50%,116.4,33.99,4,82.08,34.10%,39天,5.59年,3.59年,5.20%,4.30%,2.1,40,1.02%,0.49%,-1.38%,-1.61%,79.65,78.02,0.57,A+,7.62%,144.21 ,138.1,168,58.5,226,-3.90%,10,华体转债!
28,道恩转债,128117,2020/7/20,道恩股份,2838,化工,橡胶塑料,117.18,-0.69%,0.46%,29.89,-0.33%,14,3.40%,123.5,29.32,7.49,101.94,14.90%,4月12天,5.84年,3.84年,3.00%,3.00%,3.6,122,0.92%,0.24%,-3.00%,-3.17%,80.81,85.98,0.67,AA-,6.52%,132.08 ,132.4,122,46.4,161,-3.60%,7,道恩转债
117,开润转债!,123039,2020/1/23,开润股份,300577,服装纺织,纺织行业,116.2,0.17%,1.94%,30.47,3.29%,8.7,3.40%,121.5,33.22,7.54,91.72,26.70%,转股中,5.33年,3.33年,3.40%,3.10%,2.2,66,0.86%,0.16%,-3.01%,-3.25%,81.22,82.97,0.64,A+,7.62%,142.90 ,140.7,184,57.7,222,-5.00%,22,开润转债!
97,君禾转债,113567,2020/4/3,君禾股份,603617,机械装备,通用设备,113.97,-0.28%,0.34%,11.79,0.08%,1.2,0.50%,119.3,11.46,3.76,102.88,10.80%,12天,5.51年,3.51年,8.90%,9.20%,2.1,24,0.85%,0.24%,-2.37%,-2.59%,80.02,80.38,0.74,A+,7.62%,124.77 ,125.1,43,44.7,150,1.60%,29,君禾转债
189,海环转债!,113532,2019/4/24,海峡环保,603817,城市公用,三废处理,108.99,0.06%,-1.19%,6.92,-2.40%,4.6,0.90%,112.9,7.69,1.86,89.99,21.10%,转股中,4.59年,2.59年,14.80%,13.30%,4.6,31,0.79%,0.27%,-1.91%,-2.14%,92.22,93.5,0.47,AA,4.28%,130.09 ,128,71,34.5,58,1.80%,27,海环转债!
100,翔港转债,113566,2020/3/31,翔港科技,603499,造纸包装,包装材料,119.39,0.45%,0.31%,12.71,0.95%,9.6,4.00%,124.5,10.77,3.37,118.01,1.20%,9天,5.50年,3.50年,7.90%,9.40%,2,25,0.78%,0.03%,-3.57%,-3.80%,80.25,83.93,0.8,A+,7.62%,120.59 ,120.8,13,36.8,84,2.70%,26,翔港转债
