序号,转债名称,转债代码,进展/上市日期,股票名称,股票代码,行业,子行业,转债价格,涨跌,日内套利,股价,涨跌,转债成交额,转债换手率,剩余本息,转股价格,P/B,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,股票市值,税前收益率,税后收益率,税前回售收益,税后回售收益,回售价值,纯债价值,弹性,信用,折现率,双低,老式双低,新式双低,MA20乖离,热门度,转债名称
277,光大转债,113011,2017/7/18,光大银行,601818,金融,银行行业,120.6,-1.53%,0.52%,3.82,-1.80%,199,0.50%,108.3,3.76,0.61,101.6,18.70%,转股中,2.60年,无权,15.00%,15.20%,300,2005,-4.12%,-4.68%,无权,无权,无权,99.2,0.56,AAA,3.49%,139.30 ,139.6,40.4,-2.30%,16,光大转债
90,博威转债!,113031,2020/2/17,博威合金,601137,有色金属,铜金属,133.75,-3.76%,-0.17%,15.19,-3.92%,129,9.70%,111.3,11.29,2.61,134.54,-0.60%,转股中,4.42年,3.42年,9.40%,12.60%,9.7,104,-4.12%,-4.55%,-6.93%,-7.10%,88.21,91.34,1,AA,4.63%,133.15 ,133,41.6,-4.60%,14,博威转债!
78,盛屯转债!,110066,2020/3/31,盛屯矿业,600711,有色金属,有色行业,145.12,1.57%,-0.04%,7.15,1.71%,199,5.80%,115.3,4.88,1.84,146.52,-1.00%,28天,5.56年,3.56年,14.50%,21.20%,24,165,-4.12%,-4.58%,-8.67%,-8.83%,87.18,89.11,0.9,AA,4.84%,144.12 ,143.7,54.6,21.70%,49,盛屯转债!
2,N欣旺转,123058,2020/8/7,欣旺达,300207,电子,电子产品,148.72,48.70%,0.00%,26.41,7.97%,1153,73.90%,116.3,21.28,7.23,124.11,19.80%,5月14天,5.93年,3.93年,2.70%,3.40%,11,414,-4.13%,-4.58%,-8.47%,-8.62%,85.68,88.33,0.81,AA,4.84%,168.52 ,173.3,85,14.40%,2,N欣旺转
178,精测转债!!,123025,2019/4/19,精测电子,300567,电子,液晶显示,142.2,-4.66%,0.39%,65.81,-5.01%,39,8.60%,117.3,49.95,11.57,131.75,7.90%,转股中,4.64年,2.64年,1.90%,2.50%,3.1,162,-4.14%,-4.76%,-10.70%,-10.90%,89.04,91.5,0.85,AA-,5.63%,150.10 ,152.6,61.2,-7.80%,18,精测转债!!
71,永高转债,128099,2020/4/10,永高股份,002641,建筑,建筑行业,143.6,-1.98%,0.55%,8.45,-1.63%,28,2.80%,113.2,6.16,2.78,137.18,4.70%,39天,5.59年,3.59年,7.40%,10.10%,7,95,-4.24%,-4.63%,-8.37%,-8.53%,86.98,87.38,0.88,AA,4.84%,148.30 ,150,62.6,1.10%,10,永高转债
5,安20转债,113592,2020/7/31,安井食品,603345,食品饮料,食品饮料,146.06,-0.01%,1.93%,144.61,2.27%,30,2.30%,113.1,115.9,11.51,124.77,17.10%,5月8天,5.91年,3.91年,2.60%,3.30%,9,342,-4.30%,-4.67%,-8.13%,-8.28%,85.56,85.95,0.85,AA,4.84%,163.16 ,167.3,81.4,3.00%,4,安20转债
187,浙商转债!!,113022,2019/3/28,浙商证券,601878,金融,证券行业,134.03,-3.95%,-1.64%,16.71,-5.59%,1240,42.50%,109.8,12.37,3.79,135.08,-0.80%,转股中,4.59年,无权,3.80%,5.20%,22,567,-4.33%,-4.69%,无权,无权,无权,93.53,1,AAA,3.63%,133.23 ,133,39.4,-2.90%,23,浙商转债!!
44,春秋转债,113577,2020/5/13,春秋电子,603890,电子,电子产品,152.65,-1.85%,0.06%,16.92,-1.97%,26,6.90%,118.2,11.06,2.95,152.98,-0.20%,2月12天,5.68年,3.68年,3.70%,5.60%,2.4,65,-4.49%,-5.00%,-9.56%,-9.73%,83.9,86.23,0.91,AA-,5.84%,152.45 ,152.3,66.1,0.40%,8,春秋转债
39,健友转债,113579,2020/5/22,健友股份,603707,医药,原料药,147.95,-4.50%,8.19%,56.86,4.20%,553,72.50%,114.2,42.05,12.66,135.22,9.40%,2月22天,5.70年,3.70年,0.90%,1.30%,5,531,-4.51%,-4.92%,-8.84%,-8.99%,86.5,87.65,0.88,AA,4.84%,157.35 ,160.7,73,7.40%,6,健友转债
108,至纯转债!,113556,2020/1/9,至纯科技,603690,机械装备,专用设备,162.07,-3.02%,-1.37%,45.39,-4.70%,234,47.80%,126.8,29.37,8.5,154.55,4.90%,转股中,5.36年,3.36年,2.50%,3.90%,3,118,-4.56%,-5.32%,-11.40%,-11.60%,81.29,86.66,0.93,A+,7.54%,166.97 ,169.6,82.9,-6.70%,13,至纯转债!
105,日月转债!,113558,2020/1/14,日月股份,603218,机械装备,通用设备,147.61,-0.49%,-0.09%,20.49,-0.58%,143,23.10%,115.3,13.84,3.07,148.05,-0.30%,转股中,5.37年,3.37年,2.70%,4.10%,4.2,152,-4.57%,-5.04%,-9.56%,-9.73%,87.98,89.91,1,AA,4.84%,147.31 ,147.2,57.3,4.90%,18,日月转债!
264,国祯转债!,123002,2017/12/25,国祯环保,300388,城市公用,三废处理,128.105,-1.46%,-0.62%,10.81,-2.44%,9.7,1.80%,109.8,8.48,2.11,127.48,0.50%,转股中,3.29年,1.29年,5.70%,7.20%,4.2,73,-4.66%,-5.17%,-13.00%,-13.20%,96.05,94.89,0.85,AA,4.63%,128.61 ,128.7,32.7,4.80%,11,国祯转债!
138,太极转债!,128078,2019/11/8,太极股份,002368,计算机及,软件开发,149.996,-2.60%,-0.63%,33.56,-3.23%,82,5.50%,117.3,22.4,4.52,149.82,0.10%,转股中,5.20年,3.20年,5.00%,7.50%,9.7,194,-4.70%,-5.24%,-10.20%,-10.40%,88.7,92.21,1,AA,4.84%,150.10 ,150.2,58,-0.30%,13,太极转债!
56,瀚蓝转债,110069,2020/5/7,瀚蓝环境,600323,城市公用,三废处理,149.97,-1.59%,-1.32%,26.21,-3.43%,17,1.10%,113.5,20.2,3,129.75,15.60%,2月5天,5.66年,3.66年,4.90%,6.40%,9.9,201,-4.85%,-5.25%,-9.57%,-9.66%,86.98,89.5,0.85,AA+,4.34%,165.57 ,170.2,80.7,1.40%,7,瀚蓝转债
267,久立转2!,128019,2017/12/1,久立特材,002318,石油天然,石油天然,128.795,-0.70%,-1.73%,9.1,-3.09%,24,1.80%,109.8,7.62,2.32,119.42,7.80%,转股中,3.25年,1.25年,13.60%,16.20%,10,77,-4.88%,-5.40%,-13.70%,-14.00%,96.24,95.08,0.79,AA,4.63%,136.60 ,138.2,41.9,4.50%,14,久立转2!
33,万青转债,127017,2020/7/2,万年青,000789,建筑,水泥,157.875,1.12%,-0.64%,19.23,0.58%,76,4.90%,118.4,14.16,2.88,135.81,16.30%,4月2天,5.82年,3.82年,6.50%,8.90%,10,153,-4.90%,-5.41%,-10.10%,-10.20%,87.72,92.89,0.84,AA+,4.34%,174.18 ,179.9,87.1,11.50%,5,万青转债
161,中环转债,123026,2019/7/1,中环环保,300692,城市公用,三废处理,133.87,-2.32%,-0.73%,16.36,-3.48%,20,6.80%,110.6,12.25,2.88,133.55,0.20%,转股中,3.84年,1.84年,8.10%,10.80%,2.2,27,-4.94%,-5.41%,-10.10%,-10.30%,92.15,90,0.88,AA-,5.63%,134.07 ,134.2,42,6.70%,32,中环转债
13,海容转债,113590,2020/7/27,海容冷链,603187,机械装备,通用设备,154.98,0.21%,1.39%,55.94,1.71%,204,26.40%,115.6,36.39,5.68,153.72,0.80%,4月28天,5.89年,3.89年,5.60%,8.70%,5,89,-4.94%,-5.37%,-9.46%,-9.61%,82.76,83.32,0.94,AA-,5.84%,155.78 ,156.2,72.9,17.00%,3,海容转债
263,兄弟转债!,128021,2017/12/27,兄弟科技,002562,医药,原料药,129.685,-2.37%,0.38%,6.82,-2.29%,78,19.80%,109.8,5.25,2.91,129.9,-0.20%,转股中,3.30年,1.30年,4.90%,6.30%,3,62,-5.00%,-5.51%,-13.50%,-13.70%,96.01,94.84,0.87,AA,4.63%,129.49 ,129.5,33.5,-4.60%,14,兄弟转债!
55,裕同转债,128104,2020/4/28,裕同科技,002831,造纸包装,包装材料,155,-2.52%,0.38%,34.13,-2.40%,17,0.80%,115.3,23.24,4.64,146.86,5.50%,2月5天,5.66年,3.66年,4.70%,6.90%,14,299,-5.18%,-5.62%,-10.00%,-10.20%,88.36,91.08,0.89,AA+,4.34%,160.50 ,163.1,72.1,3.10%,7,裕同转债
132,天路转债,110060,2019/11/28,西藏天路,600326,建筑,水泥,151.49,-2.83%,-0.52%,10.85,-3.64%,115,7.70%,115.3,7.16,2.78,151.54,0.00%,转股中,5.22年,3.22年,10.30%,15.60%,9.7,94,-5.19%,-5.67%,-10.40%,-10.60%,88.62,90.57,0.92,AA,4.84%,151.49 ,151.4,60.9,13.40%,13,天路转债
242,长证转债!,127005,2018/4/11,长江证券,000783,金融,证券行业,132,-1.49%,0.04%,8.78,-1.90%,164,2.50%,109.3,7.28,1.77,120.6,9.40%,转股中,3.59年,无权,10.30%,12.40%,50,485,-5.21%,-5.65%,无权,无权,无权,96.42,0.76,AAA,3.63%,141.40 ,143.4,47,0.30%,17,长证转债!
224,凯发转债!,123014,2018/8/21,凯发电气,300407,能源电力,电力设备,127,4.07%,-6.03%,8.55,-2.73%,318,220%,108.5,8.12,2.05,105.3,20.60%,转股中,2.96年,0.96年,4.40%,4.70%,1.2,26,-5.23%,-5.72%,-17.70%,-17.80%,93.61,88.52,0.72,A+,7.19%,147.60 ,148.7,55.1,0.20%,14,凯发转债!
94,璞泰转债!,113562,2020/2/4,璞泰来,603659,电子,元器件制,143.14,-3.61%,2.12%,111.8,-1.71%,86,6.80%,113.3,82.73,13.87,135.14,5.90%,转股中,4.40年,2.40年,1.80%,2.40%,8.7,487,-5.23%,-5.73%,-12.30%,-12.40%,90.92,93.07,0.88,AA,4.63%,149.04 ,151.1,58.1,2.90%,17,璞泰转债!
135,索发转债!,113547,2019/11/22,索通发展,603612,其他,其他,157,-3.31%,1.15%,16.36,-2.39%,113,10.30%,119.1,10.52,2.2,155.51,1.00%,转股中,5.21年,3.21年,12.20%,18.90%,6.9,56,-5.27%,-5.85%,-11.20%,-11.40%,89.24,93.67,0.9,AA,4.84%,158.00 ,158.5,64.8,10.20%,11,索发转债!
131,石英转债!,113548,2019/11/22,石英股份,603688,电子,电子产品,166,-1.13%,-1.35%,24.57,-2.69%,28,11.00%,124.8,15.1,5.48,162.72,2.00%,转股中,5.22年,3.22年,1.80%,2.90%,1.5,85,-5.43%,-6.15%,-12.50%,-12.70%,86.63,93.47,0.92,AA-,5.84%,168.00 ,169.3,75.8,0.40%,11,石英转债!
217,利尔转债!,128046,2018/11/9,利尔化学,002258,化工,农化,143,2.88%,-0.66%,24.93,2.55%,212,17.60%,112.9,18.62,3.83,133.89,6.80%,转股中,4.19年,2.19年,6.50%,8.70%,8.5,131,-5.59%,-6.10%,-12.90%,-13.10%,93.06,93.79,0.87,AA,4.63%,149.80 ,152.1,58.3,13.60%,10,利尔转债!
282,九州转债!,110034,2016/1/29,九州通,600998,医药,医药商业,119.2,0.13%,-0.52%,18.4,-0.86%,14,0.80%,109.6,18.32,2.02,100.44,18.70%,转股中,1.44年,回售中,4.30%,4.40%,15,345,-5.74%,-6.89%,回售中,回售中,103,103.67,0.44,AA+,3.99%,137.90 ,138,34.3,-1.00%,27,九州转债!
284,航信转债!!,110031,2015/6/30,航天信息,600271,计算机及,软件开发,112.49,-0.19%,0.04%,17.93,-2.18%,4.3,0.20%,107,21.56,3.01,83.16,35.30%,转股中,0.84年,回售中,7.20%,6.00%,24,333,-5.77%,-7.24%,回售中,回售中,100.27,104.36,0.07,AAA,3.02%,147.79 ,141.8,37.5,-1.20%,14,航信转债!!
158,华钰转债!,113027,2019/7/10,华钰矿业,601020,有色金属,锌铅镍锡,156.63,-7.12%,0.11%,15.88,-7.51%,1227,192%,114.9,10.17,4.06,156.15,0.30%,转股中,4.85年,2.85年,4.60%,7.30%,3.9,83,-6.29%,-6.79%,-12.70%,-12.90%,87.8,88.56,0.93,AA-,5.63%,156.93 ,157.1,68.6,15.10%,50,华钰转债!
37,火炬转债,113582,2020/6/23,火炬电子,603678,电子,元器件制,167.42,-0.07%,1.47%,40.8,1.49%,103,10.20%,115.3,25.33,5.79,161.07,3.90%,3月25天,5.80年,3.80年,3.20%,5.20%,6,185,-6.33%,-6.75%,-11.00%,-11.10%,86.22,88.12,0.94,AA,4.84%,171.32 ,173.8,85.6,22.10%,3,火炬转债
67,博特转债,113571,2020/4/1,苏博特,603916,建筑,水泥,173.51,3.26%,-1.02%,33.78,2.36%,132,11.10%,120.8,18.88,4.3,178.92,-3.00%,40天,5.59年,3.59年,6.60%,11.90%,7,105,-6.38%,-6.96%,-12.30%,-12.50%,84.36,88.57,0.95,AA-,5.84%,170.51 ,168.1,79.5,18.20%,14,博特转债
279,海印转债!,127003,2016/7/1,海印股份,000861,商业零售,商场,126.999,-1.19%,-0.11%,3.81,-1.55%,40,4.40%,111.8,3,2.42,127,0.00%,转股中,1.83年,回售中,8.20%,10.50%,7,85,-6.78%,-7.86%,回售中,回售中,100.3,103.24,0.84,AA,4.49%,127.00 ,127,23.8,1.70%,79,海印转债!
19,正邦转债,128114,2020/7/15,正邦科技,002157,农业,畜牧业,173.003,1.17%,2.02%,26.37,3.41%,464,16.90%,115.3,16.09,6.39,163.89,5.60%,4月16天,5.85年,3.85年,2.40%,4.00%,16,660,-6.80%,-7.21%,-11.50%,-11.60%,85.98,87.89,0.93,AA,4.84%,178.60 ,182.1,94.2,26.90%,8,正邦转债
228,威帝转债!,113514,2018/8/13,威帝股份,603023,汽车,零部件制,136.07,-1.13%,-2.32%,5.31,-3.45%,82,98.30%,110.5,3.99,3.48,133.08,2.20%,转股中,2.95年,0.95年,2.10%,2.80%,0.6,29,-6.89%,-7.49%,-22.70%,-22.90%,93.74,90.27,1,A+,7.19%,138.27 ,139.1,45.3,-2.30%,27,威帝转债!
16,巨星转债,128115,2020/7/16,巨星科技,002444,机械装备,通用设备,176.2,-1.23%,1.90%,21.8,0.69%,167,9.70%,115.3,12.28,3.06,177.52,-0.70%,4月28天,5.87年,3.87年,4.10%,7.40%,9.7,234,-7.07%,-7.48%,-11.30%,-11.50%,88.14,87.81,0.96,AA,4.84%,175.50 ,174.9,86.7,29.30%,3,巨星转债
35,蓝帆转债,128108,2020/6/19,蓝帆医疗,002382,医药,医疗器械,172.59,-2.10%,1.00%,32.53,-1.15%,623,11.40%,113.3,17.79,3.62,182.86,-5.60%,3月26天,5.80年,4.80年,10.00%,18.30%,31,314,-7.11%,-7.47%,-9.53%,-9.70%,83.83,86.59,0.96,AA,4.84%,166.99 ,162.3,75.7,1.70%,13,蓝帆转债
36,福莱转债,113035,2020/6/17,福莱特,601865,能源电力,太阳能,184.19,-3.13%,-1.09%,25.1,-4.42%,276,10.10%,120.3,13.56,9.82,185.1,-0.50%,3月26天,5.80年,3.80年,3.00%,5.50%,15,489,-7.19%,-7.73%,-12.90%,-13.00%,86.22,91.93,0.96,AA,4.84%,183.69 ,183.3,91.4,12.60%,4,福莱转债
219,机电转债!!,128045,2018/9/14,中航机电,002013,航空航天,航空航天,149,2.77%,-0.28%,11.53,2.49%,606,26.40%,109.8,7.63,4.41,151.11,-1.40%,转股中,4年18天,2年18天,3.80%,5.70%,16,416,-7.40%,-7.79%,-11.90%,-12.00%,95.54,95.34,1,AAA,3.63%,147.60 ,146.9,51.3,8.50%,8,机电转债!!
22,歌尔转2,128112,2020/7/13,歌尔股份,002241,电子,电子产品,178.579,-2.20%,-1.58%,38.63,-4.05%,576,7.90%,114.5,23.27,7.88,166.01,7.60%,4月11天,5.84年,3.84年,3.20%,5.30%,40,1254,-7.41%,-7.81%,-12.30%,-12.40%,86.96,89.65,0.93,AA+,4.34%,186.18 ,191.2,101.5,7.30%,14,歌尔转2
59,同德转债,128103,2020/4/21,同德化工,002360,化工,化工,191.31,11.90%,-11.90%,7.75,0.00%,1527,577%,121.8,5.18,2.66,149.61,27.90%,2月1天,5.63年,3.63年,4.70%,7.10%,1.4,30,-7.85%,-8.43%,-14.10%,-14.30%,79.73,81.7,0.93,A+,7.54%,219.21 ,233,151.3,20.20%,10,同德转债
245,玲珑转债!,113019,2018/3/22,玲珑轮胎,601966,汽车,零部件制,138.6,-2.44%,1.95%,24.53,-0.57%,15,0.50%,112.5,18.12,2.63,135.38,2.40%,转股中,2.56年,0.56年,6.80%,9.20%,20,294,-7.92%,-8.71%,-38.30%,-38.60%,98.42,101.91,0.88,AA+,3.99%,141.00 ,141.8,39.9,3.80%,8,玲珑转债!
257,赣锋转债!!,128028,2018/1/19,赣锋锂业,002460,有色金属,小金属,144.15,-1.57%,-0.56%,56.08,-2.13%,33,2.50%,109.3,41.98,8.82,133.59,7.90%,转股中,3.37年,1.37年,1.30%,1.70%,9.2,725,-8.00%,-8.46%,-17.90%,-18.10%,95.25,94.09,1,AA,4.63%,152.05 ,154.7,59.5,-6.10%,14,赣锋转债!!
115,仙鹤转债!,113554,2020/1/10,仙鹤股份,603733,造纸包装,造纸行业,185.25,-6.16%,-0.81%,24.71,-7.28%,799,125%,118.3,13.27,4.07,186.21,-0.50%,转股中,5.35年,3.35年,2.00%,3.70%,3.3,167,-8.16%,-8.68%,-14.80%,-14.90%,87.89,92.29,0.96,AA,4.84%,184.75 ,184.3,92,19.60%,15,仙鹤转债!
200,联泰转债!,113526,2019/2/18,联泰环保,603797,城市公用,三废处理,161.37,2.63%,-2.14%,9.33,0.54%,158,51.50%,110.8,6.11,2.04,152.7,5.70%,转股中,4.46年,2.46年,4.60%,7.10%,1.9,42,-8.22%,-8.61%,-11.10%,-11.20%,91.84,90.93,0.92,AA,4.63%,167.07 ,170,78.2,-0.50%,8,联泰转债!
210,寒锐转债!!,123017,2018/12/24,寒锐钴业,300618,有色金属,小金属,160.2,0.22%,-1.20%,85.39,-0.97%,297,46.30%,110.8,57.4,13.22,148.76,7.70%,转股中,4.28年,2.28年,1.60%,2.30%,4,259,-8.39%,-8.79%,-12.10%,-12.20%,90.46,88.08,1,AA-,5.63%,167.90 ,171.6,81.2,19.10%,14,寒锐转债!!
27,上机转债,113586,2020/7/7,上机数控,603185,机械装备,专用设备,201.45,1.07%,0.49%,74.4,1.61%,336,25.20%,120.8,33.31,7.48,223.36,-9.80%,4月8天,5.83年,3.83年,3.90%,8.60%,6.7,173,-8.53%,-9.06%,-14.50%,-14.60%,83.2,87.35,0.97,AA-,5.84%,191.65 ,179.5,92.2,24.70%,5,上机转债
91,希望转债!,127015,2020/2/4,新 希 望,000876,农业,畜牧业,179.5,-3.34%,-0.20%,35.13,-3.54%,222,5.10%,110.2,19.63,5.35,178.96,0.30%,转股中,5.40年,3.40年,1.60%,2.90%,24,1481,-8.74%,-9.04%,-14.00%,-14.10%,90.01,90.18,1,AAA,3.84%,179.80 ,180,89.9,7.00%,32,希望转债!
244,艾华转债!!,113504,2018/3/23,艾华集团,603989,电子,元器件制,152.84,-6.75%,1.04%,31.82,-6.11%,89,9.80%,110.3,21.13,5.65,150.59,1.50%,转股中,3.56年,1.56年,4.60%,6.90%,5.7,124,-8.90%,-9.36%,-17.40%,-17.60%,95.13,94.18,0.93,AA,4.63%,154.34 ,155.1,60,0.70%,10,艾华转债!!
202,溢利转债!,123018,2019/1/23,溢多利,300381,医药,原料药,174.228,-2.37%,-0.02%,14.3,-2.39%,28,28.30%,114.9,8.29,2.53,172.5,1.00%,转股中,4.36年,2.36年,0.80%,1.40%,0.6,68,-9.25%,-9.77%,-13.30%,-13.40%,90.15,90.93,1,AA-,5.63%,175.23 ,176,85,-6.90%,13,溢利转债!
270,金禾转债!,128017,2017/11/27,金禾实业,002597,化工,化工,150.5,4.51%,-1.29%,31.58,3.57%,53,6.00%,109.8,22.42,4.22,140.86,6.80%,转股中,3.23年,1.23年,3.40%,4.80%,6,176,-9.46%,-9.94%,-21.90%,-22.10%,96.33,95.16,0.9,AA,4.63%,157.30 ,160.1,63.8,7.70%,11,金禾转债!
215,百合转债!,113520,2018/11/26,梦百合,603313,其他,家居用品,174.87,-1.02%,-0.50%,24.8,-1.59%,57,43.00%,115.2,14.28,3.46,173.67,0.70%,转股中,4.25年,2.25年,0.90%,1.50%,0.8,85,-9.53%,-10.10%,-14.20%,-14.30%,90.85,91.77,0.96,AA-,5.63%,175.57 ,176.1,84.3,0.00%,11,百合转债!
239,金农转债!!,128036,2018/4/2,金新农,002548,农业,畜牧业,157.24,-3.53%,-0.34%,11.16,-3.88%,348,149%,110.3,7.39,2.59,151.01,4.10%,转股中,3.58年,1.58年,2.30%,3.50%,1.5,63,-9.58%,-10.00%,-18.20%,-18.40%,93.49,91.01,1,AA-,5.63%,161.34 ,163.5,70,3.00%,16,金农转债!!
63,海大转债,128102,2020/4/16,海大集团,002311,农业,畜牧业,199.599,-1.66%,1.83%,67.7,0.18%,149,2.60%,114.1,34.74,10.89,194.88,2.40%,47天,5.61年,4.61年,2.60%,5.20%,28,1070,-9.60%,-9.98%,-11.80%,-11.90%,85.45,90.22,0.97,AA+,4.34%,202.00 ,204.3,114.1,14.80%,13,海大转债
234,广电转债!!,110044,2018/7/24,广电网络,600831,传媒娱乐,影视娱乐,166.46,13.60%,-8.74%,7.94,6.58%,692,624%,112.3,6.9,1.56,115.07,44.70%,转股中,3.88年,1.88年,1.30%,1.40%,0.7,56,-9.78%,-10.30%,-16.50%,-16.60%,93.76,94.5,0.74,AA,4.63%,211.16 ,217.8,123.3,1.80%,10,广电转债!!
230,盛路转债!!,128041,2018/8/14,盛路通信,002446,通信互联,通信设备,171,22.10%,-21.50%,7.6,0.66%,699,848%,114.3,6.85,2.43,110.95,54.10%,转股中,3.94年,1.94年,0.80%,0.90%,0.5,68,-9.87%,-10.40%,-16.60%,-16.80%,93.52,95.94,0.97,AA,4.63%,225.10 ,231.1,135.1,2.20%,12,盛路转债!!
218,顾家转债!,113518,2018/10/9,顾家家居,603816,其他,家居用品,174.67,2.16%,-0.99%,61.9,1.23%,97,10.00%,114.9,35.42,6.46,174.76,-0.10%,转股中,4年34天,2年34天,1.50%,2.60%,5.6,374,-9.90%,-10.50%,-15.50%,-15.70%,93.46,95.86,0.96,AA,4.63%,174.57 ,174.6,78.7,6.00%,10,顾家转债!
110,新莱转债!,123037,2020/1/22,新莱应材,300260,机械装备,通用设备,204.83,-4.38%,-1.40%,21.99,-5.78%,364,207%,118.2,11.08,5.6,198.47,3.20%,转股中,5.36年,3.36年,1.70%,3.50%,0.8,48,-9.93%,-10.40%,-16.80%,-16.90%,81.11,80.83,1,A+,7.54%,208.03 ,211.2,130.1,-1.20%,15,新莱转债!
252,航电转债,110042,2018/1/15,中航电子,600372,航空航天,航空航天,155.35,6.32%,1.08%,22.4,7.85%,1584,46.60%,109.3,14.18,5.28,157.97,-1.70%,转股中,3.38年,1.38年,5.80%,9.10%,23,394,-10.10%,-10.50%,-20.70%,-20.90%,97.34,97.15,0.94,AAA,3.63%,153.65 ,152.7,55.4,27.80%,9,航电转债
198,尚荣转债!,128053,2019/3/7,尚荣医疗,002551,医药,医疗器械,187.5,-0.53%,-1.42%,8.54,-1.95%,274,76.10%,114.9,4.89,2.44,174.64,7.40%,转股中,4.52年,2.52年,2.70%,4.80%,1.9,70,-10.40%,-10.90%,-13.50%,-13.60%,91.68,94.04,1,AA,4.63%,194.90 ,200.4,106.3,-8.00%,29,尚荣转债!
113,国轩转债!,128086,2020/1/10,国轩高科,002074,汽车,零部件制,206.402,-4.29%,-0.53%,25.28,-4.82%,338,31.80%,115.3,12.19,3.19,207.38,-0.50%,转股中,5.36年,3.36年,1.60%,3.40%,5.1,309,-10.50%,-10.90%,-10.10%,-10.10%,88.05,89.98,1,AA,4.84%,205.90 ,205.4,115.4,-5.30%,26,国轩转债!
89,东财转2!,123041,2020/2/14,东方财富,300059,金融,证券行业,203.34,-6.38%,0.31%,26.93,-6.07%,3918,36.10%,110.5,13.13,8.19,205.1,-0.90%,转股中,5.43年,3.43年,2.40%,5.00%,53,2171,-10.70%,-11.00%,-16.60%,-16.70%,87.85,87.99,1,AA+,4.34%,202.44 ,201.6,113.6,1.50%,37,东财转2!
184,长信转债!!,123022,2019/4/10,长信科技,300088,通信互联,通信设备,193.499,-5.89%,0.51%,11.7,-5.57%,46,7.00%,114.9,6.15,4.36,190.24,1.70%,转股中,4.61年,2.61年,1.20%,2.20%,3.3,285,-10.90%,-11.30%,-13.50%,-13.60%,91.32,93.67,0.97,AA,4.63%,195.20 ,196.8,103.1,-0.30%,12,长信转债!!
274,模塑转债!!,127004,2017/8/16,模塑科技,000700,汽车,零部件制,156.8,6.96%,-6.96%,7.66,-1.03%,984,488%,113.3,7.59,2.71,100.92,55.40%,转股中,2.81年,0.81年,1.90%,1.90%,1.3,70,-11.00%,-11.80%,-35.90%,-36.10%,97.52,100.32,0,AA,4.49%,212.20 ,212.7,112.4,-4.50%,40,模塑转债!!
213,科森转债!!,113521,2018/12/7,科森科技,603626,通信互联,通信设备,197.33,-2.21%,-1.44%,16.95,-3.80%,173,89.40%,115.2,8.7,3.93,194.83,1.30%,转股中,4.27年,2.27年,1.20%,2.30%,1,81,-12.00%,-12.60%,-16.40%,-16.60%,92.84,95.37,0.96,AA,4.63%,198.63 ,199.8,104.5,15.60%,27,科森转债!!
145,晶瑞转债!,123031,2019/9/26,晶瑞股份,300655,化工,化工,225.35,-0.63%,-3.20%,38.38,-3.93%,367,258%,116.2,18.53,7.24,207.12,8.80%,转股中,5年20天,3年20天,0.90%,1.80%,0.6,72,-12.50%,-12.90%,-12.60%,-12.70%,82.28,81.12,0.97,A+,7.54%,234.15 ,243.6,161.3,-6.80%,14,晶瑞转债!
38,龙蟠转债,113581,2020/5/19,龙蟠科技,603906,化工,化工,277.56,-0.83%,0.69%,28.36,-0.14%,1111,98.20%,129.6,9.48,6.21,299.16,-7.20%,2月21天,5.70年,3.70年,4.70%,13.90%,4,86,-12.80%,-13.50%,-10.90%,-11.00%,80.85,86.69,0.97,A+,7.54%,270.36 ,256,169.3,28.20%,13,龙蟠转债
256,太阳转债!!,128029,2018/1/16,太阳纸业,002078,造纸包装,造纸行业,153.001,3.60%,1.77%,13.15,5.37%,190,10.50%,107.8,8.55,2.28,153.8,-0.50%,转股中,2.37年,0.37年,3.50%,5.40%,12,341,-13.90%,-14.40%,-66.60%,-66.80%,98.87,98.35,1,AA+,3.99%,152.50 ,152.2,53.3,11.00%,8,太阳转债!!
194,富祥转债!,123020,2019/3/29,富祥药业,300497,医药,原料药,238.7,0.51%,0.82%,22.19,1.32%,147,153%,120.5,9.28,5.52,239.12,-0.20%,转股中,4.56年,2.56年,0.40%,0.90%,0.4,103,-14.10%,-14.80%,-16.90%,-17.00%,89.6,94.4,1,AA-,5.63%,238.50 ,238.3,143.9,11.40%,18,富祥转债!
237,新泉转债!!,113509,2018/6/22,新泉股份,603179,汽车,零部件制,198.79,7.82%,-2.18%,27.73,5.80%,431,100%,110.3,14.22,4.46,195.01,1.90%,转股中,3.82年,1.82年,2.60%,5.10%,2.2,86,-14.50%,-14.90%,-21.80%,-21.90%,94.02,93.09,0.97,AA,4.63%,200.69 ,202.6,108.5,19.80%,11,新泉转债!!
285,电气转债!,113008,2015/2/16,上海电气,601727,能源电力,电力设备,115.42,0.08%,-0.31%,5.66,-0.35%,49,0.90%,106.6,5.13,1.35,110.33,4.60%,转股中,0.48年,回售中,5.20%,5.70%,45,858,-15.10%,-17.30%,回售中,回售中,103,105.08,0.65,AAA,3.01%,120.02 ,120.5,15.4,1.30%,27,电气转债!
